lit_name,rank,bna_l2_abbr,bna_l2_name,bna_lobe,p_raw,p,n_papers,n_coords,k_papers,eff_n,n80,n_observed,top1_p
middle sts,1,STG,Superior Temporal Gyrus,Temporal Lobe,0.4444,0.2143,4.0,4,9.0,16.21,16,4,0.2143
middle sts,2,MTG,Middle Temporal Gyrus,Temporal Lobe,0.3333,0.1667,3.0,3,9.0,16.21,16,4,0.2143
middle sts,3,ITG,Inferior Temporal Gyrus,Temporal Lobe,0.1111,0.0714,1.0,1,9.0,16.21,16,4,0.2143
middle sts,4,pSTS,posterior Superior Temporal Sulcus,Temporal Lobe,0.1111,0.0714,1.0,1,9.0,16.21,16,4,0.2143
middle superior temporal sulcus,1,MTG,Middle Temporal Gyrus,Temporal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
middle temporal,1,MTG,Middle Temporal Gyrus,Temporal Lobe,0.3333,0.2604,12.0,18,36.0,10.43,6,6,0.2605
middle temporal,2,IPL,Inferior Parietal Lobule,Parietal Lobe,0.2778,0.2188,10.0,17,36.0,10.43,6,6,0.2605
middle temporal,3,pSTS,posterior Superior Temporal Sulcus,Temporal Lobe,0.1667,0.1354,6.0,8,36.0,10.43,6,6,0.2605
middle temporal,4,ITG,Inferior Temporal Gyrus,Temporal Lobe,0.0833,0.0729,3.0,3,36.0,10.43,6,6,0.2605
middle temporal,5,STG,Superior Temporal Gyrus,Temporal Lobe,0.0833,0.0729,3.0,3,36.0,10.43,6,6,0.2605
middle temporal,6,LOcC,lateral Occipital Cortex,Occipital Lobe,0.0556,0.0521,2.0,2,36.0,10.43,6,6,0.2605
middle temporal and,1,IPL,Inferior Parietal Lobule,Parietal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
middle temporal and gyrus,1,IPL,Inferior Parietal Lobule,Parietal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
middle temporal cortex,1,pSTS,posterior Superior Temporal Sulcus,Temporal Lobe,0.4286,0.1842,3.0,3,7.0,17.38,17,3,0.1843
middle temporal cortex,2,MTG,Middle Temporal Gyrus,Temporal Lobe,0.2857,0.1316,2.0,3,7.0,17.38,17,3,0.1843
middle temporal cortex,3,IPL,Inferior Parietal Lobule,Parietal Lobe,0.2857,0.1316,2.0,2,7.0,17.38,17,3,0.1843
middle temporal g,1,MTG,Middle Temporal Gyrus,Temporal Lobe,0.3636,0.1957,4.0,6,11.0,17.0,15,6,0.1958
middle temporal g,2,IPL,Inferior Parietal Lobule,Parietal Lobe,0.1818,0.1087,2.0,4,11.0,17.0,15,6,0.1958
middle temporal g,3,pSTS,posterior Superior Temporal Sulcus,Temporal Lobe,0.1818,0.1087,2.0,4,11.0,17.0,15,6,0.1958
middle temporal g,4,LOcC,lateral Occipital Cortex,Occipital Lobe,0.0909,0.0652,1.0,2,11.0,17.0,15,6,0.1958
middle temporal g,5,ITG,Inferior Temporal Gyrus,Temporal Lobe,0.0909,0.0652,1.0,1,11.0,17.0,15,6,0.1958
middle temporal g,6,PrG,Precentral Gyrus,Frontal Lobe,0.0909,0.0652,1.0,1,11.0,17.0,15,6,0.1958
middle temporal g ba 21,1,pSTS,posterior Superior Temporal Sulcus,Temporal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
middle temporal g ba 22,1,pSTS,posterior Superior Temporal Sulcus,Temporal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
middle temporal g ba 39,1,IPL,Inferior Parietal Lobule,Parietal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
middle temporal gyrus,1,MTG,Middle Temporal Gyrus,Temporal Lobe,0.3939,0.3885,308.0,536,782.0,6.2,5,16,0.3887
middle temporal gyrus,2,IPL,Inferior Parietal Lobule,Parietal Lobe,0.1573,0.1555,123.0,185,782.0,6.2,5,16,0.3887
middle temporal gyrus,3,pSTS,posterior Superior Temporal Sulcus,Temporal Lobe,0.1419,0.1404,111.0,154,782.0,6.2,5,16,0.3887
middle temporal gyrus,4,STG,Superior Temporal Gyrus,Temporal Lobe,0.1049,0.1039,82.0,111,782.0,6.2,5,16,0.3887
middle temporal gyrus,5,ITG,Inferior Temporal Gyrus,Temporal Lobe,0.0908,0.0901,71.0,83,782.0,6.2,5,16,0.3887
middle temporal gyrus,6,LOcC,lateral Occipital Cortex,Occipital Lobe,0.0793,0.0787,62.0,82,782.0,6.2,5,16,0.3887
middle temporal gyrus,7,PrG,Precentral Gyrus,Frontal Lobe,0.009,0.0094,7.0,10,782.0,6.2,5,16,0.3887
middle temporal gyrus,8,MFG,Middle Frontal Gyrus,Frontal Lobe,0.0064,0.0069,5.0,5,782.0,6.2,5,16,0.3887
middle temporal gyrus,9,IFG,Inferior Frontal Gyrus,Frontal Lobe,0.0038,0.0044,3.0,4,782.0,6.2,5,16,0.3887
middle temporal gyrus,10,INS,Insular Gyrus,Insular Lobe,0.0038,0.0044,3.0,3,782.0,6.2,5,16,0.3887
middle temporal gyrus,11,FuG,Fusiform Gyrus,Temporal Lobe,0.0026,0.0031,2.0,2,782.0,6.2,5,16,0.3887
middle temporal gyrus,12,OrG,Orbital Gyrus,Frontal Lobe,0.0013,0.0019,1.0,1,782.0,6.2,5,16,0.3887
middle temporal gyrus,13,PhG,Parahippocampal Gyrus,Temporal Lobe,0.0013,0.0019,1.0,1,782.0,6.2,5,16,0.3887
middle temporal gyrus,14,PoG,Postcentral Gyrus,Parietal Lobe,0.0013,0.0019,1.0,1,782.0,6.2,5,16,0.3887
middle temporal gyrus,15,SPL,Superior Parietal Lobule,Parietal Lobe,0.0013,0.0019,1.0,1,782.0,6.2,5,16,0.3887
middle temporal gyrus,16,Tha,Thalamus,Subcortical Nuclei,0.0013,0.0019,1.0,1,782.0,6.2,5,16,0.3887
middle temporal gyrus 19,1,IPL,Inferior Parietal Lobule,Parietal Lobe,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
middle temporal gyrus 19,2,LOcC,lateral Occipital Cortex,Occipital Lobe,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
middle temporal gyrus 1997,1,LOcC,lateral Occipital Cortex,Occipital Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
middle temporal gyrus 21,1,MTG,Middle Temporal Gyrus,Temporal Lobe,0.4211,0.2742,8.0,13,19.0,10.91,12,4,0.2744
middle temporal gyrus 21,2,STG,Superior Temporal Gyrus,Temporal Lobe,0.4211,0.2742,8.0,10,19.0,10.91,12,4,0.2744
middle temporal gyrus 21,3,PrG,Precentral Gyrus,Frontal Lobe,0.1053,0.0806,2.0,2,19.0,10.91,12,4,0.2744
middle temporal gyrus 21,4,pSTS,posterior Superior Temporal Sulcus,Temporal Lobe,0.0526,0.0484,1.0,1,19.0,10.91,12,4,0.2744
middle temporal gyrus 21 22,1,MTG,Middle Temporal Gyrus,Temporal Lobe,1.0,0.1786,2.0,3,2.0,21.0,19,1,0.1787
middle temporal gyrus 22,1,pSTS,posterior Superior Temporal Sulcus,Temporal Lobe,0.8,0.2647,4.0,5,5.0,17.25,18,2,0.2648
middle temporal gyrus 22,2,STG,Superior Temporal Gyrus,Temporal Lobe,0.2,0.0882,1.0,1,5.0,17.25,18,2,0.2648
middle temporal gyrus 22 37,1,LOcC,lateral Occipital Cortex,Occipital Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
middle temporal gyrus 37,1,MTG,Middle Temporal Gyrus,Temporal Lobe,1.0,0.1786,2.0,2,2.0,21.0,19,1,0.1787
middle temporal gyrus 39,1,IPL,Inferior Parietal Lobule,Parietal Lobe,0.5,0.1562,2.0,2,4.0,20.24,18,3,0.1564
middle temporal gyrus 39,2,LOcC,lateral Occipital Cortex,Occipital Lobe,0.25,0.0938,1.0,1,4.0,20.24,18,3,0.1564
middle temporal gyrus 39,3,MFG,Middle Frontal Gyrus,Frontal Lobe,0.25,0.0938,1.0,1,4.0,20.24,18,3,0.1564
middle temporal gyrus ba 19,1,IPL,Inferior Parietal Lobule,Parietal Lobe,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
middle temporal gyrus ba 19,2,LOcC,lateral Occipital Cortex,Occipital Lobe,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
middle temporal gyrus ba 20,1,MTG,Middle Temporal Gyrus,Temporal Lobe,1.0,0.1786,2.0,2,2.0,21.0,19,1,0.1787
middle temporal gyrus ba 21,1,MTG,Middle Temporal Gyrus,Temporal Lobe,0.6667,0.4167,12.0,26,18.0,10.36,13,4,0.4164
middle temporal gyrus ba 21,2,pSTS,posterior Superior Temporal Sulcus,Temporal Lobe,0.1667,0.1167,3.0,5,18.0,10.36,13,4,0.4164
middle temporal gyrus ba 21,3,STG,Superior Temporal Gyrus,Temporal Lobe,0.1111,0.0833,2.0,2,18.0,10.36,13,4,0.4164
middle temporal gyrus ba 21,4,ITG,Inferior Temporal Gyrus,Temporal Lobe,0.0556,0.05,1.0,1,18.0,10.36,13,4,0.4164
middle temporal gyrus ba 21 37,1,IPL,Inferior Parietal Lobule,Parietal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
middle temporal gyrus ba 21 a,1,MTG,Middle Temporal Gyrus,Temporal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
middle temporal gyrus ba 22,1,STG,Superior Temporal Gyrus,Temporal Lobe,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
middle temporal gyrus ba 22,2,pSTS,posterior Superior Temporal Sulcus,Temporal Lobe,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
middle temporal gyrus ba 37,1,LOcC,lateral Occipital Cortex,Occipital Lobe,0.5,0.1562,2.0,2,4.0,20.24,18,3,0.1564
middle temporal gyrus ba 37,2,ITG,Inferior Temporal Gyrus,Temporal Lobe,0.25,0.0938,1.0,1,4.0,20.24,18,3,0.1564
middle temporal gyrus ba 37,3,MTG,Middle Temporal Gyrus,Temporal Lobe,0.25,0.0938,1.0,1,4.0,20.24,18,3,0.1564
middle temporal gyrus ba 37 21,1,MTG,Middle Temporal Gyrus,Temporal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
middle temporal gyrus ba 39,1,IPL,Inferior Parietal Lobule,Parietal Lobe,0.6,0.2955,6.0,8,10.0,14.03,16,3,0.2956
middle temporal gyrus ba 39,2,LOcC,lateral Occipital Cortex,Occipital Lobe,0.3,0.1591,3.0,4,10.0,14.03,16,3,0.2956
middle temporal gyrus ba 39,3,MVOcC,MedioVentral Occipital Cortex,Occipital Lobe,0.1,0.0682,1.0,1,10.0,14.03,16,3,0.2956
middle temporal gyrus ba 41,1,pSTS,posterior Superior Temporal Sulcus,Temporal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
middle temporal gyrus wm,1,MTG,Middle Temporal Gyrus,Temporal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
middle temporal gyrusa,1,MTG,Middle Temporal Gyrus,Temporal Lobe,0.6667,0.1667,2.0,2,3.0,20.55,18,2,0.1668
middle temporal gyrusa,2,LOcC,lateral Occipital Cortex,Occipital Lobe,0.3333,0.1,1.0,1,3.0,20.55,18,2,0.1668
middle temporal gyrusl superior temporal gyrus,1,STG,Superior Temporal Gyrus,Temporal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
middle temporal gyrusl superior temporal gyrusleft inferior parietal lobe,1,MTG,Middle Temporal Gyrus,Temporal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
middle temporal gyrusr superior temporal gyrus,1,MTG,Middle Temporal Gyrus,Temporal Lobe,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
middle temporal gyrusr superior temporal gyrus,2,pSTS,posterior Superior Temporal Sulcus,Temporal Lobe,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
middle temporal gyrusr superior temporal gyrusr inferior parietal lobe,1,MTG,Middle Temporal Gyrus,Temporal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
middle temporal gyus,1,STG,Superior Temporal Gyrus,Temporal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
middle temporal lobe,1,MTG,Middle Temporal Gyrus,Temporal Lobe,1.0,0.2333,3.0,11,3.0,19.05,18,1,0.2335
middle temporal lobe ba 21,1,IPL,Inferior Parietal Lobule,Parietal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
middle temporal occipital gyrus,1,LOcC,lateral Occipital Cortex,Occipital Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
middle temporal pole,1,STG,Superior Temporal Gyrus,Temporal Lobe,0.4167,0.2292,5.0,9,12.0,14.92,15,5,0.2293
middle temporal pole,2,MTG,Middle Temporal Gyrus,Temporal Lobe,0.3333,0.1875,4.0,4,12.0,14.92,15,5,0.2293
middle temporal pole,3,ITG,Inferior Temporal Gyrus,Temporal Lobe,0.0833,0.0625,1.0,1,12.0,14.92,15,5,0.2293
middle temporal pole,4,PhG,Parahippocampal Gyrus,Temporal Lobe,0.0833,0.0625,1.0,1,12.0,14.92,15,5,0.2293
middle temporal pole,5,PrG,Precentral Gyrus,Frontal Lobe,0.0833,0.0625,1.0,1,12.0,14.92,15,5,0.2293
middle temporal sulcus,1,LOcC,lateral Occipital Cortex,Occipital Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
middle temporalgyrus,1,MTG,Middle Temporal Gyrus,Temporal Lobe,0.6667,0.1667,2.0,4,3.0,20.55,18,2,0.1668
middle temporalgyrus,2,IPL,Inferior Parietal Lobule,Parietal Lobe,0.3333,0.1,1.0,1,3.0,20.55,18,2,0.1668
middlefrontal,1,MFG,Middle Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
middorsal insula,1,INS,Insular Gyrus,Insular Lobe,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
middorsal insula,2,PoG,Postcentral Gyrus,Parietal Lobe,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
midfg,1,MFG,Middle Frontal Gyrus,Frontal Lobe,0.5,0.1071,1.0,2,2.0,22.13,19,2,0.1071
midfg,2,BG,Basal Ganglia,Subcortical Nuclei,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
midfrontal gyrus,1,MFG,Middle Frontal Gyrus,Frontal Lobe,0.6,0.2059,3.0,7,5.0,17.97,18,2,0.2059
midfrontal gyrus,2,PrG,Precentral Gyrus,Frontal Lobe,0.4,0.1471,2.0,2,5.0,17.97,18,2,0.2059
midinsula,1,INS,Insular Gyrus,Insular Lobe,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
midinsula,2,STG,Superior Temporal Gyrus,Temporal Lobe,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
midline,1,CG,Cingulate Gyrus,Limbic Lobe,1.0,0.1154,1.0,2,1.0,22.91,19,1,0.1153
midline calcerine gyrus,1,MVOcC,MedioVentral Occipital Cortex,Occipital Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
midline medial pfc,1,SFG,Superior Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
midline mid cingulate cortex,1,CG,Cingulate Gyrus,Limbic Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
midline prefrontal,1,CG,Cingulate Gyrus,Limbic Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
midline thalamus,1,Tha,Thalamus,Subcortical Nuclei,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
midsupitempg,1,MTG,Middle Temporal Gyrus,Temporal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
midtemporal gyrus,1,ITG,Inferior Temporal Gyrus,Temporal Lobe,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
midtemporal gyrus,2,MTG,Middle Temporal Gyrus,Temporal Lobe,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
midtg,1,IPL,Inferior Parietal Lobule,Parietal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
mifg,1,INS,Insular Gyrus,Insular Lobe,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
mifg,2,MFG,Middle Frontal Gyrus,Frontal Lobe,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
mins,1,INS,Insular Gyrus,Insular Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
miog,1,LOcC,lateral Occipital Cortex,Occipital Lobe,1.0,0.1154,1.0,2,1.0,22.91,19,1,0.1153
mips,1,LOcC,lateral Occipital Cortex,Occipital Lobe,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
mips,2,SPL,Superior Parietal Lobule,Parietal Lobe,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
moc,1,IPL,Inferior Parietal Lobule,Parietal Lobe,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
moc,2,LOcC,lateral Occipital Cortex,Occipital Lobe,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
mocg,1,LOcC,lateral Occipital Cortex,Occipital Lobe,1.0,0.1786,2.0,5,2.0,21.0,19,1,0.1787
mofc,1,OrG,Orbital Gyrus,Frontal Lobe,0.5714,0.2368,4.0,6,7.0,16.75,17,3,0.2369
mofc,2,CG,Cingulate Gyrus,Limbic Lobe,0.2857,0.1316,2.0,3,7.0,16.75,17,3,0.2369
mofc,3,SFG,Superior Frontal Gyrus,Frontal Lobe,0.1429,0.0789,1.0,1,7.0,16.75,17,3,0.2369
mofc ba 11,1,CG,Cingulate Gyrus,Limbic Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
mog,1,LOcC,lateral Occipital Cortex,Occipital Lobe,0.5455,0.4111,18.0,32,33.0,7.88,6,4,0.4112
mog,2,IPL,Inferior Parietal Lobule,Parietal Lobe,0.303,0.2333,10.0,10,33.0,7.88,6,4,0.4112
mog,3,FuG,Fusiform Gyrus,Temporal Lobe,0.0909,0.0778,3.0,5,33.0,7.88,6,4,0.4112
mog,4,MVOcC,MedioVentral Occipital Cortex,Occipital Lobe,0.0606,0.0556,2.0,2,33.0,7.88,6,4,0.4112
mog 18,1,LOcC,lateral Occipital Cortex,Occipital Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
mog 19,1,LOcC,lateral Occipital Cortex,Occipital Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
mortor cortex,1,IPL,Inferior Parietal Lobule,Parietal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
motor,1,PoG,Postcentral Gyrus,Parietal Lobe,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
motor,2,PrG,Precentral Gyrus,Frontal Lobe,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
motor and sensorimotor cortex,1,PrG,Precentral Gyrus,Frontal Lobe,1.0,0.1154,1.0,2,1.0,22.91,19,1,0.1153
motor ba 4,1,PrG,Precentral Gyrus,Frontal Lobe,1.0,0.1154,1.0,2,1.0,22.91,19,1,0.1153
motor cortex,1,PrG,Precentral Gyrus,Frontal Lobe,0.4706,0.2931,8.0,11,17.0,12.85,13,5,0.2933
motor cortex,2,PoG,Postcentral Gyrus,Parietal Lobe,0.2353,0.1552,4.0,5,17.0,12.85,13,5,0.2933
motor cortex,3,SFG,Superior Frontal Gyrus,Frontal Lobe,0.1176,0.0862,2.0,4,17.0,12.85,13,5,0.2933
motor cortex,4,STG,Superior Temporal Gyrus,Temporal Lobe,0.1176,0.0862,2.0,3,17.0,12.85,13,5,0.2933
motor cortex,5,PCL,Paracentral Lobule,Frontal Lobe,0.0588,0.0517,1.0,1,17.0,12.85,13,5,0.2933
motorcortex,1,PrG,Precentral Gyrus,Frontal Lobe,1.0,0.1154,1.0,2,1.0,22.91,19,1,0.1153
mpfc 10,1,OrG,Orbital Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
mpfc ba 10 32,1,SFG,Superior Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
mpfc ba 8 9 32,1,SFG,Superior Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
mpfc ba 9,1,SFG,Superior Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
mpfc ba 9 10 32,1,MFG,Middle Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
mpfc cing,1,CG,Cingulate Gyrus,Limbic Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
mpfc dacc,1,SFG,Superior Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
mpfc dorsal,1,SFG,Superior Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
mpfc middle,1,SFG,Superior Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
mpfc ventral,1,SFG,Superior Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
mpfg,1,SFG,Superior Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
mppc,1,Pcun,Precuneus,Parietal Lobe,1.0,0.1154,1.0,5,1.0,22.91,19,1,0.1153
msfg,1,SFG,Superior Frontal Gyrus,Frontal Lobe,0.8,0.2647,4.0,6,5.0,17.25,18,2,0.2648
msfg,2,CG,Cingulate Gyrus,Limbic Lobe,0.2,0.0882,1.0,1,5.0,17.25,18,2,0.2648
msn,1,Tha,Thalamus,Subcortical Nuclei,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
mt ba 37,1,LOcC,lateral Occipital Cortex,Occipital Lobe,0.25,0.0938,1.0,5,4.0,21.18,18,4,0.0939
mt ba 37,2,ITG,Inferior Temporal Gyrus,Temporal Lobe,0.25,0.0938,1.0,2,4.0,21.18,18,4,0.0939
mt ba 37,3,FuG,Fusiform Gyrus,Temporal Lobe,0.25,0.0938,1.0,1,4.0,21.18,18,4,0.0939
mt ba 37,4,IPL,Inferior Parietal Lobule,Parietal Lobe,0.25,0.0938,1.0,1,4.0,21.18,18,4,0.0939
mtc,1,MTG,Middle Temporal Gyrus,Temporal Lobe,1.0,0.1154,1.0,2,1.0,22.91,19,1,0.1153
mtg 21,1,MTG,Middle Temporal Gyrus,Temporal Lobe,0.5,0.1944,3.0,9,6.0,18.0,17,3,0.1943
mtg 21,2,STG,Superior Temporal Gyrus,Temporal Lobe,0.3333,0.1389,2.0,2,6.0,18.0,17,3,0.1943
mtg 21,3,pSTS,posterior Superior Temporal Sulcus,Temporal Lobe,0.1667,0.0833,1.0,1,6.0,18.0,17,3,0.1943
mtg 39,1,MTG,Middle Temporal Gyrus,Temporal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
mtg ba 22,1,pSTS,posterior Superior Temporal Sulcus,Temporal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
mtgb,1,IPL,Inferior Parietal Lobule,Parietal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
mtl,1,Amyg,Amygdala,Subcortical Nuclei,1.0,0.1154,1.0,2,1.0,22.91,19,1,0.1153
mts,1,LOcC,lateral Occipital Cortex,Occipital Lobe,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
mts,2,MTG,Middle Temporal Gyrus,Temporal Lobe,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
n ac,1,BG,Basal Ganglia,Subcortical Nuclei,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
n accumbens,1,BG,Basal Ganglia,Subcortical Nuclei,1.0,0.1786,2.0,4,2.0,21.0,19,1,0.1787
n ach,1,BG,Basal Ganglia,Subcortical Nuclei,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
n caudatus,1,BG,Basal Ganglia,Subcortical Nuclei,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
na ba 34,1,Amyg,Amygdala,Subcortical Nuclei,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
nc accumbens,1,BG,Basal Ganglia,Subcortical Nuclei,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
nd hg,1,STG,Superior Temporal Gyrus,Temporal Lobe,1.0,0.1154,1.0,2,1.0,22.91,19,1,0.1153
negative precuneus,1,SPL,Superior Parietal Lobule,Parietal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
negative superior frontal gyrus,1,SFG,Superior Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
no label,1,CG,Cingulate Gyrus,Limbic Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
non bpd,1,CG,Cingulate Gyrus,Limbic Lobe,0.3333,0.1,1.0,2,3.0,21.57,18,3,0.1001
non bpd,2,MFG,Middle Frontal Gyrus,Frontal Lobe,0.3333,0.1,1.0,2,3.0,21.57,18,3,0.1001
non bpd,3,Amyg,Amygdala,Subcortical Nuclei,0.3333,0.1,1.0,1,3.0,21.57,18,3,0.1001
none at cwp 0 001,1,OrG,Orbital Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
nucleus accumbens,1,BG,Basal Ganglia,Subcortical Nuclei,0.8571,0.6125,24.0,39,28.0,5.97,9,3,0.6125
nucleus accumbens,2,OrG,Orbital Gyrus,Frontal Lobe,0.1071,0.0875,3.0,3,28.0,5.97,9,3,0.6125
nucleus accumbens,3,CG,Cingulate Gyrus,Limbic Lobe,0.0357,0.0375,1.0,1,28.0,5.97,9,3,0.6125
nucleus caudatus,1,BG,Basal Ganglia,Subcortical Nuclei,0.75,0.2188,3.0,5,4.0,18.85,18,2,0.219
nucleus caudatus,2,Hipp,Hippocampus,Subcortical Nuclei,0.25,0.0938,1.0,1,4.0,18.85,18,2,0.219
nucleus of the diagonal band of broca,1,BG,Basal Ganglia,Subcortical Nuclei,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
nucleus ruber,1,Tha,Thalamus,Subcortical Nuclei,1.0,0.1154,1.0,2,1.0,22.91,19,1,0.1153
nucleus subthalamicus,1,Tha,Thalamus,Subcortical Nuclei,1.0,0.1154,1.0,2,1.0,22.91,19,1,0.1153
o amygdala,1,Amyg,Amygdala,Subcortical Nuclei,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
o dorsal premotor cortex,1,PrG,Precentral Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
o fusiform gyrus,1,IPL,Inferior Parietal Lobule,Parietal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
o inferior frontal gyrus,1,IFG,Inferior Frontal Gyrus,Frontal Lobe,0.5,0.1071,1.0,2,2.0,22.13,19,2,0.1071
o inferior frontal gyrus,2,OrG,Orbital Gyrus,Frontal Lobe,0.5,0.1071,1.0,2,2.0,22.13,19,2,0.1071
o middle frontal gyrus,1,IFG,Inferior Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
o parahippocampal gyrus,1,MVOcC,MedioVentral Occipital Cortex,Occipital Lobe,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
o parahippocampal gyrus,2,PhG,Parahippocampal Gyrus,Temporal Lobe,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
