lit_name,rank,bna_L3_code,bna_area_abbr,bna_area_name,bna_L2_abbr,bna_label_id_L,bna_label_id_R,n_papers,n_coords,p,p_raw,p_unobserved,k_total,n_support
occipito temporal junction inferior occipital gyrusr inferior temporal gyrusr middle temporal gyrus,1,LOcC_L(R)_4_2,V5/MT+,area V5/MT+,LOcC,201,202,1,1,0.375,1.0,0.125,1,6
occipito temporal junction middle occipital gyrusl middle temporal gyrusl inferior occipital gyrusl superior temporal gyrusl inferior parietal lobe,1,MTG_L(R)_4_3,A37dl,dorsolateral area 37,MTG,85,86,1,1,0.5,1.0,0.16667,1,4
occipito temporal junction middle temporal gyrusr inferior temporal gyrus,1,LOcC_L(R)_4_2,V5/MT+,area V5/MT+,LOcC,201,202,1,1,0.375,1.0,0.125,1,6
occipito temporal sulcus,1,FuG_L(R)_3_3,A37lv,lateroventral area 37,FuG,107,108,1,1,0.6,1.0,0.2,1,3
occipitoparietal fissure,1,PCun_L(R)_4_3,dmPOS,dorsomedial parietooccipital sulcus(PEr),Pcun,151,152,1,1,0.5,1.0,0.16667,1,4
occipitoparietal junction,1,LOcC_L(R)_4_2,V5/MT+,area V5/MT+,LOcC,201,202,1,1,0.375,1.0,0.125,1,6
occipitopemporal,1,FuG_L(R)_3_2,A37mv,medioventral area 37,FuG,105,106,1,1,0.6,1.0,0.2,1,3
occipitotemporal,1,ITG_L(R)_7_2,A37elv,extreme lateroventral area 37,ITG,91,92,1,1,0.3333,1.0,0.11111,1,7
occipitotemporal area ba 37,1,FuG_L(R)_3_3,A37lv,lateroventral area 37,FuG,107,108,2,2,0.3333,0.6667,0.06667,3,9
occipitotemporal area ba 37,2,LOcC_L(R)_4_2,V5/MT+,area V5/MT+,LOcC,201,202,1,1,0.2,0.3333,0.06667,3,9
occipitotemporal cortex,1,LOcC_L(R)_4_2,V5/MT+,area V5/MT+,LOcC,201,202,1,2,0.1034,0.2,0.03448,5,19
occipitotemporal cortex,2,IPL_L(R)_6_1,A39c,caudal area 39(PGp),IPL,135,136,1,1,0.1034,0.2,0.03448,5,19
occipitotemporal cortex,3,IPL_L(R)_6_5,A39rv,rostroventral area 39(PGa),IPL,143,144,1,1,0.1034,0.2,0.03448,5,19
occipitotemporal cortex,4,ITG_L(R)_7_2,A37elv,extreme lateroventral area 37,ITG,91,92,1,1,0.1034,0.2,0.03448,5,19
occipitotemporal cortex,5,LOcC_L(R)_4_4,iOccG,inferior occipital gyrus,LOcC,205,206,1,1,0.1034,0.2,0.03448,5,19
occipitotemporal junction,1,IPL_L(R)_6_5,A39rv,rostroventral area 39(PGa),IPL,143,144,1,1,0.375,1.0,0.125,1,6
occiput wedge leaf,1,MVOcC_L(R)_5_2,rCunG,rostral cuneus gyrus,MVOcC,191,192,1,1,0.4286,1.0,0.14286,1,5
occitpital cortex,1,PCun_L(R)_4_3,dmPOS,dorsomedial parietooccipital sulcus(PEr),Pcun,151,152,1,1,0.5,1.0,0.16667,1,4
occp,1,MVOcC_L(R)_5_1,cLinG,caudal lingual gyrus,MVOcC,189,190,1,1,0.4286,1.0,0.14286,1,5
ocg,1,LOcC_L(R)_4_2,V5/MT+,area V5/MT+,LOcC,201,202,1,1,0.375,1.0,0.125,1,6
ofa,1,LOcC_L(R)_4_4,iOccG,inferior occipital gyrus,LOcC,205,206,3,3,0.3333,0.5,0.04762,6,9
ofa,2,FuG_L(R)_3_2,A37mv,medioventral area 37,FuG,105,106,1,1,0.1429,0.1667,0.04762,6,9
ofa,3,FuG_L(R)_3_3,A37lv,lateroventral area 37,FuG,107,108,1,1,0.1429,0.1667,0.04762,6,9
ofa,4,LOcC_L(R)_4_2,V5/MT+,area V5/MT+,LOcC,201,202,1,1,0.1429,0.1667,0.04762,6,9
ofc lateral,1,MFG_L(R)_7_4,A9/46v,ventral area 9/46,MFG,21,22,1,1,0.3333,1.0,0.11111,1,7
ofc orbital,1,IFG_L(R)_6_6,A44v,ventral area 44,IFG,39,40,1,1,0.375,1.0,0.125,1,6
ofg,1,FuG_L(R)_3_2,A37mv,medioventral area 37,FuG,105,106,2,2,0.3571,0.6667,0.07143,3,8
ofg,2,MVOcC_L(R)_5_1,cLinG,caudal lingual gyrus,MVOcC,189,190,1,1,0.2143,0.3333,0.07143,3,8
oifg,1,IFG_L(R)_6_5,A44op,opercular area 44,IFG,37,38,1,1,0.375,1.0,0.125,1,6
oig,1,FuG_L(R)_3_3,A37lv,lateroventral area 37,FuG,107,108,1,1,0.2308,0.5,0.07692,2,9
oig,2,LOcC_L(R)_4_4,iOccG,inferior occipital gyrus,LOcC,205,206,1,1,0.2308,0.5,0.07692,2,9
olfactory,1,BG_L(R)_6_1,vCa,ventral caudate,BG,219,220,1,1,0.125,0.3333,0.04167,3,18
olfactory,2,INS_L(R)_6_2,vIa,ventral agranular insula,INS,165,166,1,1,0.125,0.3333,0.04167,3,18
olfactory,3,OrG_L(R)_6_5,A13,area 13,OrG,49,50,1,1,0.125,0.3333,0.04167,3,18
olfactory cortex,1,BG_L(R)_6_3,NAC,nucleus accumbens,BG,223,224,1,1,0.1875,0.5,0.0625,2,12
olfactory cortex,2,OrG_L(R)_6_5,A13,area 13,OrG,49,50,1,1,0.1875,0.5,0.0625,2,12
olfactory lobe,1,Hipp_L(R)_2_1,rHipp,rostral hippocampus,Hipp,215,216,1,1,0.75,1.0,0.25,1,2
olfactory sulcus,1,BG_L(R)_6_3,NAC,nucleus accumbens,BG,223,224,1,1,0.375,1.0,0.125,1,6
ompfc,1,OrG_L(R)_6_1,A14m,medial area 14,OrG,41,42,1,1,0.375,1.0,0.125,1,6
op 3,1,INS_L(R)_6_5,dIg,dorsal granular insula,INS,171,172,1,1,0.375,1.0,0.125,1,6
op1,1,STG_L(R)_6_3,TE1.0 and TE1.2,TE1.0 and TE1.2,STG,73,74,1,1,0.375,1.0,0.125,1,6
operc sii,1,IPL_L(R)_6_6,A40rv,rostroventral area 40(PFop),IPL,145,146,1,1,0.375,1.0,0.125,1,6
opercular cortex,1,INS_L(R)_6_6,dId,dorsal dysgranular insula,INS,173,174,1,1,0.1875,0.5,0.0625,2,12
opercular cortex,2,STG_L(R)_6_2,A41/42,area 41/42,STG,71,72,1,1,0.1875,0.5,0.0625,2,12
opercular inferior frontal gyrus,1,IFG_L(R)_6_6,A44v,ventral area 44,IFG,39,40,1,1,0.375,1.0,0.125,1,6
opercular part of the inferior frontal gyrus,1,MFG_L(R)_7_5,A8vl,ventrolateral area 8,MFG,23,24,1,1,0.3333,1.0,0.11111,1,7
operculum,1,INS_L(R)_6_5,dIg,dorsal granular insula,INS,171,172,1,2,0.125,0.25,0.04167,4,16
operculum,2,IFG_L(R)_6_3,A45c,caudal area 45,IFG,33,34,1,1,0.125,0.25,0.04167,4,16
operculum,3,INS_L(R)_6_6,dId,dorsal dysgranular insula,INS,173,174,1,1,0.125,0.25,0.04167,4,16
operculum,4,PoG_L(R)_4_2,A1/2/3tonIa,area 1/2/3(tongue and larynx region),PoG,157,158,1,1,0.125,0.25,0.04167,4,16
operculum 41,1,STG_L(R)_6_3,TE1.0 and TE1.2,TE1.0 and TE1.2,STG,73,74,1,1,0.375,1.0,0.125,1,6
operculum cortex,1,IFG_L(R)_6_5,A44op,opercular area 44,IFG,37,38,1,1,0.375,1.0,0.125,1,6
opj,1,SPL_L(R)_5_1,A7r,rostral area 7,SPL,125,126,1,1,0.4286,1.0,0.14286,1,5
opjx,1,LOcC_L(R)_2_2,lsOccG,lateral superior occipital gyrus,LOcC,209,210,1,1,0.375,1.0,0.125,1,6
optjx,1,LOcC_L(R)_2_2,lsOccG,lateral superior occipital gyrus,LOcC,209,210,1,1,0.375,1.0,0.125,1,6
orbital frontal,1,IFG_L(R)_6_4,A45r,rostral area 45,IFG,35,36,1,1,0.1875,0.5,0.0625,2,12
orbital frontal,2,OrG_L(R)_6_2,A12/47o,orbital area 12/47,OrG,43,44,1,1,0.1875,0.5,0.0625,2,12
orbital frontal cortex,1,OrG_L(R)_6_3,A11l,lateral area 11,OrG,45,46,18,22,0.1805,0.24,0.00488,75,55
orbital frontal cortex,2,OrG_L(R)_6_2,A12/47o,orbital area 12/47,OrG,43,44,9,10,0.0927,0.12,0.00488,75,55
orbital frontal cortex,3,OrG_L(R)_6_6,A12/47l,lateral area 12/47,OrG,51,52,6,8,0.0634,0.08,0.00488,75,55
orbital frontal cortex,4,OrG_L(R)_6_5,A13,area 13,OrG,49,50,6,7,0.0634,0.08,0.00488,75,55
orbital frontal cortex,5,MFG_L(R)_7_4,A9/46v,ventral area 9/46,MFG,21,22,5,8,0.0537,0.0667,0.00488,75,55
orbital frontal cortex,6,OrG_L(R)_6_1,A14m,medial area 14,OrG,41,42,4,7,0.0439,0.0533,0.00488,75,55
orbital frontal cortex,7,IFG_L(R)_6_4,A45r,rostral area 45,IFG,35,36,4,5,0.0439,0.0533,0.00488,75,55
orbital frontal cortex,8,MFG_L(R)_7_7,A10l,lateral area 10,MFG,27,28,4,5,0.0439,0.0533,0.00488,75,55
orbital frontal cortex,9,OrG_L(R)_6_4,A11m,medial area 11,OrG,47,48,3,4,0.0341,0.04,0.00488,75,55
orbital frontal cortex,10,IFG_L(R)_6_5,A44op,opercular area 44,IFG,37,38,3,3,0.0341,0.04,0.00488,75,55
orbital frontal cortex,11,SFG_L(R)_7_7,A10m,medial area 10,SFG,13,14,3,3,0.0341,0.04,0.00488,75,55
orbital frontal cortex,12,MFG_L(R)_7_3,A46,area 46,MFG,19,20,2,3,0.0244,0.0267,0.00488,75,55
orbital frontal cortex,13,INS_L(R)_6_2,vIa,ventral agranular insula,INS,165,166,2,2,0.0244,0.0267,0.00488,75,55
orbital frontal cortex,14,CG_L(R)_7_3,A32p,pregenual area 32,CG,179,180,1,1,0.0146,0.0133,0.00488,75,55
orbital frontal cortex,15,CG_L(R)_7_7,A32sg,subgenual area 32,CG,187,188,1,1,0.0146,0.0133,0.00488,75,55
orbital frontal cortex,16,Hipp_L(R)_2_1,rHipp,rostral hippocampus,Hipp,215,216,1,1,0.0146,0.0133,0.00488,75,55
orbital frontal cortex,17,INS_L(R)_6_3,dIa,dorsal agranular insula,INS,167,168,1,1,0.0146,0.0133,0.00488,75,55
orbital frontal cortex,18,STG_L(R)_6_5,A38l,lateral area 38,STG,77,78,1,1,0.0146,0.0133,0.00488,75,55
orbital frontal cortex,19,Tha_L(R)_8_4,rTtha,rostral temporal thalamus,Tha,237,238,1,1,0.0146,0.0133,0.00488,75,55
orbital frontal gyrus,1,IFG_L(R)_6_4,A45r,rostral area 45,IFG,35,36,2,2,0.1724,0.4,0.03448,5,19
orbital frontal gyrus,2,IFG_L(R)_6_5,A44op,opercular area 44,IFG,37,38,1,1,0.1034,0.2,0.03448,5,19
orbital frontal gyrus,3,MFG_L(R)_7_1,A9/46d,dorsal area 9/46,MFG,15,16,1,1,0.1034,0.2,0.03448,5,19
orbital frontal gyrus,4,OrG_L(R)_6_3,A11l,lateral area 11,OrG,45,46,1,1,0.1034,0.2,0.03448,5,19
orbital frontal lobe,1,OrG_L(R)_6_3,A11l,lateral area 11,OrG,45,46,1,1,0.375,1.0,0.125,1,6
orbital gyrus,1,OrG_L(R)_6_4,A11m,medial area 11,OrG,47,48,3,4,0.1628,0.3333,0.02326,9,25
orbital gyrus,2,BG_L(R)_6_3,NAC,nucleus accumbens,BG,223,224,1,1,0.0698,0.1111,0.02326,9,25
orbital gyrus,3,CG_L(R)_7_7,A32sg,subgenual area 32,CG,187,188,1,1,0.0698,0.1111,0.02326,9,25
orbital gyrus,4,INS_L(R)_6_2,vIa,ventral agranular insula,INS,165,166,1,1,0.0698,0.1111,0.02326,9,25
orbital gyrus,5,OrG_L(R)_6_1,A14m,medial area 14,OrG,41,42,1,1,0.0698,0.1111,0.02326,9,25
orbital gyrus,6,OrG_L(R)_6_5,A13,area 13,OrG,49,50,1,1,0.0698,0.1111,0.02326,9,25
orbital gyrus,7,OrG_L(R)_6_6,A12/47l,lateral area 12/47,OrG,51,52,1,1,0.0698,0.1111,0.02326,9,25
orbital gyrus 18,1,LOcC_L(R)_4_1,mOccG,middle occipital gyrus,LOcC,199,200,1,2,0.375,1.0,0.125,1,6
orbital gyrus ba 11,1,SFG_L(R)_7_7,A10m,medial area 10,SFG,13,14,1,1,0.3333,1.0,0.11111,1,7
orbital inferior frontal gyrus,1,INS_L(R)_6_3,dIa,dorsal agranular insula,INS,167,168,1,1,0.375,1.0,0.125,1,6
orbital medial frontal gyrus,1,SFG_L(R)_7_7,A10m,medial area 10,SFG,13,14,1,2,0.3333,1.0,0.11111,1,7
orbital middle frontal gyrus,1,OrG_L(R)_6_3,A11l,lateral area 11,OrG,45,46,1,1,0.375,1.0,0.125,1,6
orbital sulcus,1,OrG_L(R)_6_3,A11l,lateral area 11,OrG,45,46,1,1,0.3,0.5,0.1,2,6
orbital sulcus,2,OrG_L(R)_6_6,A12/47l,lateral area 12/47,OrG,51,52,1,1,0.3,0.5,0.1,2,6
orbital superior frontal gyrus,1,OrG_L(R)_6_3,A11l,lateral area 11,OrG,45,46,1,1,0.375,1.0,0.125,1,6
orbito frontal region,1,MFG_L(R)_7_7,A10l,lateral area 10,MFG,27,28,1,1,0.1579,0.3333,0.05263,3,13
orbito frontal region,2,OrG_L(R)_6_4,A11m,medial area 11,OrG,47,48,1,1,0.1579,0.3333,0.05263,3,13
orbito frontal region,3,OrG_L(R)_6_5,A13,area 13,OrG,49,50,1,1,0.1579,0.3333,0.05263,3,13
orbitofrontal,1,OrG_L(R)_6_5,A13,area 13,OrG,49,50,3,3,0.1591,0.25,0.02273,12,20
orbitofrontal,2,OrG_L(R)_6_2,A12/47o,orbital area 12/47,OrG,43,44,2,6,0.1136,0.1667,0.02273,12,20
orbitofrontal,3,CG_L(R)_7_7,A32sg,subgenual area 32,CG,187,188,2,2,0.1136,0.1667,0.02273,12,20
orbitofrontal,4,OrG_L(R)_6_6,A12/47l,lateral area 12/47,OrG,51,52,2,2,0.1136,0.1667,0.02273,12,20
orbitofrontal,5,MFG_L(R)_7_7,A10l,lateral area 10,MFG,27,28,1,1,0.0682,0.0833,0.02273,12,20
orbitofrontal,6,OrG_L(R)_6_3,A11l,lateral area 11,OrG,45,46,1,1,0.0682,0.0833,0.02273,12,20
orbitofrontal,7,OrG_L(R)_6_4,A11m,medial area 11,OrG,47,48,1,1,0.0682,0.0833,0.02273,12,20
orbitofrontal 11,1,MFG_L(R)_7_7,A10l,lateral area 10,MFG,27,28,1,1,0.3333,1.0,0.11111,1,7
orbitofrontal 11 47,1,OrG_L(R)_6_3,A11l,lateral area 11,OrG,45,46,1,2,0.3,0.5,0.1,2,6
orbitofrontal 11 47,2,OrG_L(R)_6_4,A11m,medial area 11,OrG,47,48,1,2,0.3,0.5,0.1,2,6
orbitofrontal ba 11,1,OrG_L(R)_6_3,A11l,lateral area 11,OrG,45,46,1,2,0.375,1.0,0.125,1,6
orbitofrontal c,1,IFG_L(R)_6_5,A44op,opercular area 44,IFG,37,38,1,1,0.375,1.0,0.125,1,6
orbitofrontal cortex,1,OrG_L(R)_6_3,A11l,lateral area 11,OrG,45,46,17,18,0.2188,0.2787,0.00625,61,38
orbitofrontal cortex,2,OrG_L(R)_6_2,A12/47o,orbital area 12/47,OrG,43,44,9,10,0.1188,0.1475,0.00625,61,38
orbitofrontal cortex,3,OrG_L(R)_6_1,A14m,medial area 14,OrG,41,42,7,7,0.0938,0.1148,0.00625,61,38
orbitofrontal cortex,4,OrG_L(R)_6_5,A13,area 13,OrG,49,50,5,5,0.0688,0.082,0.00625,61,38
orbitofrontal cortex,5,OrG_L(R)_6_4,A11m,medial area 11,OrG,47,48,4,4,0.0562,0.0656,0.00625,61,38
orbitofrontal cortex,6,OrG_L(R)_6_6,A12/47l,lateral area 12/47,OrG,51,52,4,4,0.0562,0.0656,0.00625,61,38
orbitofrontal cortex,7,INS_L(R)_6_2,vIa,ventral agranular insula,INS,165,166,3,3,0.0438,0.0492,0.00625,61,38
orbitofrontal cortex,8,MFG_L(R)_7_7,A10l,lateral area 10,MFG,27,28,3,3,0.0438,0.0492,0.00625,61,38
orbitofrontal cortex,9,IFG_L(R)_6_5,A44op,opercular area 44,IFG,37,38,2,3,0.0312,0.0328,0.00625,61,38
orbitofrontal cortex,10,IFG_L(R)_6_4,A45r,rostral area 45,IFG,35,36,2,2,0.0312,0.0328,0.00625,61,38
orbitofrontal cortex,11,BG_L(R)_6_2,GP,globus pallidus,BG,221,222,1,1,0.0188,0.0164,0.00625,61,38
orbitofrontal cortex,12,IFG_L(R)_6_3,A45c,caudal area 45,IFG,33,34,1,1,0.0188,0.0164,0.00625,61,38
orbitofrontal cortex,13,MFG_L(R)_7_3,A46,area 46,MFG,19,20,1,1,0.0188,0.0164,0.00625,61,38
orbitofrontal cortex,14,MFG_L(R)_7_4,A9/46v,ventral area 9/46,MFG,21,22,1,1,0.0188,0.0164,0.00625,61,38
orbitofrontal cortex,15,SFG_L(R)_7_7,A10m,medial area 10,SFG,13,14,1,1,0.0188,0.0164,0.00625,61,38
orbitofrontal cortex 11,1,OrG_L(R)_6_3,A11l,lateral area 11,OrG,45,46,1,1,0.375,1.0,0.125,1,6
orbitofrontal cortex 47,1,OrG_L(R)_6_2,A12/47o,orbital area 12/47,OrG,43,44,1,1,0.3,0.5,0.1,2,6
orbitofrontal cortex 47,2,OrG_L(R)_6_6,A12/47l,lateral area 12/47,OrG,51,52,1,1,0.3,0.5,0.1,2,6
orbitofrontal cortex ba 11,1,OrG_L(R)_6_5,A13,area 13,OrG,49,50,1,1,0.375,1.0,0.125,1,6
orbitofrontal cortex ba 47,1,OrG_L(R)_6_2,A12/47o,orbital area 12/47,OrG,43,44,1,1,0.375,1.0,0.125,1,6
orbitofrontal cortex1,1,OrG_L(R)_6_2,A12/47o,orbital area 12/47,OrG,43,44,1,1,0.375,1.0,0.125,1,6
orbitofrontal cortex4,1,MFG_L(R)_7_4,A9/46v,ventral area 9/46,MFG,21,22,1,1,0.3333,1.0,0.11111,1,7
orbitofrontal gyrus,1,OrG_L(R)_6_3,A11l,lateral area 11,OrG,45,46,3,4,0.2121,0.3333,0.0303,9,15
orbitofrontal gyrus,2,MFG_L(R)_7_7,A10l,lateral area 10,MFG,27,28,2,2,0.1515,0.2222,0.0303,9,15
orbitofrontal gyrus,3,OrG_L(R)_6_4,A11m,medial area 11,OrG,47,48,1,2,0.0909,0.1111,0.0303,9,15
orbitofrontal gyrus,4,Hipp_L(R)_2_1,rHipp,rostral hippocampus,Hipp,215,216,1,1,0.0909,0.1111,0.0303,9,15
orbitofrontal gyrus,5,OrG_L(R)_6_1,A14m,medial area 14,OrG,41,42,1,1,0.0909,0.1111,0.0303,9,15
orbitofrontal gyrus,6,OrG_L(R)_6_6,A12/47l,lateral area 12/47,OrG,51,52,1,1,0.0909,0.1111,0.0303,9,15
orbitofrontal gyrus 11,1,OrG_L(R)_6_5,A13,area 13,OrG,49,50,1,2,0.375,1.0,0.125,1,6
orbitofrontal gyrus 47,1,OrG_L(R)_6_2,A12/47o,orbital area 12/47,OrG,43,44,1,1,0.375,1.0,0.125,1,6
orbitofrontalcortex,1,OrG_L(R)_6_3,A11l,lateral area 11,OrG,45,46,1,2,0.375,1.0,0.125,1,6
orbitomedial frontal gyrus,1,OrG_L(R)_6_1,A14m,medial area 14,OrG,41,42,1,1,0.375,1.0,0.125,1,6
orbitomedial prefrontal cortex,1,MFG_L(R)_7_4,A9/46v,ventral area 9/46,MFG,21,22,1,1,0.1579,0.3333,0.05263,3,13
orbitomedial prefrontal cortex,2,MFG_L(R)_7_7,A10l,lateral area 10,MFG,27,28,1,1,0.1579,0.3333,0.05263,3,13
orbitomedial prefrontal cortex,3,OrG_L(R)_6_2,A12/47o,orbital area 12/47,OrG,43,44,1,1,0.1579,0.3333,0.05263,3,13
orbsup,1,OrG_L(R)_6_5,A13,area 13,OrG,49,50,1,1,0.375,1.0,0.125,1,6
other,1,BG_L(R)_6_1,vCa,ventral caudate,BG,219,220,1,1,0.0909,0.25,0.0303,4,25
other,2,CG_L(R)_7_7,A32sg,subgenual area 32,CG,187,188,1,1,0.0909,0.25,0.0303,4,25
other,3,IPL_L(R)_6_6,A40rv,rostroventral area 40(PFop),IPL,145,146,1,1,0.0909,0.25,0.0303,4,25
other,4,OrG_L(R)_6_5,A13,area 13,OrG,49,50,1,1,0.0909,0.25,0.0303,4,25
otpj,1,SPL_L(R)_5_2,A7c,caudal area 7,SPL,127,128,1,2,0.2,0.5,0.06667,2,11
otpj,2,LOcC_L(R)_2_2,lsOccG,lateral superior occipital gyrus,LOcC,209,210,1,1,0.2,0.5,0.06667,2,11
p cingulate,1,Hipp_L(R)_2_2,cHipp,caudal hippocampus,Hipp,217,218,1,1,0.75,1.0,0.25,1,2
pacc,1,CG_L(R)_7_7,A32sg,subgenual area 32,CG,187,188,3,3,0.2188,0.5,0.03125,6,20
pacc,2,SFG_L(R)_7_7,A10m,medial area 10,SFG,13,14,2,2,0.1562,0.3333,0.03125,6,20
pacc,3,OrG_L(R)_6_1,A14m,medial area 14,OrG,41,42,1,1,0.0938,0.1667,0.03125,6,20
pag,1,Tha_L(R)_8_8,lPFtha,lateral pre-frontal thalamus,Tha,245,246,1,1,0.3,1.0,0.1,1,8
pallidus,1,BG_L(R)_6_2,GP,globus pallidus,BG,221,222,1,1,0.375,1.0,0.125,1,6
para cingulate g,1,CG_L(R)_7_7,A32sg,subgenual area 32,CG,187,188,1,1,0.3333,1.0,0.11111,1,7
para hippocampal cortex,1,PhG_L(R)_6_3,TL,area TL (lateral PPHC),PhG,113,114,1,1,0.375,1.0,0.125,1,6
para hippocampus gyrus,1,Hipp_L(R)_2_2,cHipp,caudal hippocampus,Hipp,217,218,1,1,0.75,1.0,0.25,1,2
paracental lobule,1,PCL_L(R)_2_2,A4ll,area 4 (lower limb region),PCL,67,68,1,1,0.75,1.0,0.25,1,2
paracentral,1,PCL_L(R)_2_1,A1/2/3ll,area 1/2/3 (lower limb region),PCL,65,66,2,2,0.1087,0.2,0.02174,10,26
paracentral,2,PCL_L(R)_2_2,A4ll,area 4 (lower limb region),PCL,67,68,2,2,0.1087,0.2,0.02174,10,26
paracentral,3,PoG_L(R)_4_4,A1/2/3tru,area 1/2/3(trunk region),PoG,161,162,2,2,0.1087,0.2,0.02174,10,26
paracentral,4,CG_L(R)_7_6,A23c,caudal area 24,CG,185,186,1,2,0.0652,0.1,0.02174,10,26
paracentral,5,PrG_L(R)_6_3,A4ul,area 4(upper limb region),PrG,57,58,1,1,0.0652,0.1,0.02174,10,26
paracentral,6,PrG_L(R)_6_4,A4t,area 4(trunk region),PrG,59,60,1,1,0.0652,0.1,0.02174,10,26
paracentral,7,SFG_L(R)_7_4,A6dl,dorsolateral area 6,SFG,7,8,1,1,0.0652,0.1,0.02174,10,26
paracentral gyrus,1,PCL_L(R)_2_1,A1/2/3ll,area 1/2/3 (lower limb region),PCL,65,66,2,2,0.3125,0.4,0.0625,5,6
paracentral gyrus,2,PoG_L(R)_4_4,A1/2/3tru,area 1/2/3(trunk region),PoG,161,162,2,2,0.3125,0.4,0.0625,5,6
paracentral gyrus,3,PCL_L(R)_2_2,A4ll,area 4 (lower limb region),PCL,67,68,1,1,0.1875,0.2,0.0625,5,6
paracentral gyrus and sulcus and postcentral sulcus,1,PCL_L(R)_2_1,A1/2/3ll,area 1/2/3 (lower limb region),PCL,65,66,1,1,0.75,1.0,0.25,1,2
paracentral gyrus ba 5,1,PCL_L(R)_2_1,A1/2/3ll,area 1/2/3 (lower limb region),PCL,65,66,1,2,0.75,1.0,0.25,1,2
paracentral lobe,1,PCL_L(R)_2_1,A1/2/3ll,area 1/2/3 (lower limb region),PCL,65,66,2,3,0.3571,0.6667,0.07143,3,8
paracentral lobe,2,PrG_L(R)_6_4,A4t,area 4(trunk region),PrG,59,60,1,2,0.2143,0.3333,0.07143,3,8
paracentral lobule,1,PCL_L(R)_2_2,A4ll,area 4 (lower limb region),PCL,67,68,27,35,0.2466,0.2842,0.00448,95,33
paracentral lobule,2,PCL_L(R)_2_1,A1/2/3ll,area 1/2/3 (lower limb region),PCL,65,66,17,18,0.157,0.1789,0.00448,95,33
paracentral lobule,3,PrG_L(R)_6_4,A4t,area 4(trunk region),PrG,59,60,12,15,0.1121,0.1263,0.00448,95,33
paracentral lobule,4,PCun_L(R)_4_2,A5m,medial area 5(PEm),Pcun,149,150,9,9,0.0852,0.0947,0.00448,95,33
paracentral lobule,5,CG_L(R)_7_6,A23c,caudal area 24,CG,185,186,8,8,0.0762,0.0842,0.00448,95,33
paracentral lobule,6,PoG_L(R)_4_4,A1/2/3tru,area 1/2/3(trunk region),PoG,161,162,7,9,0.0673,0.0737,0.00448,95,33
paracentral lobule,7,PrG_L(R)_6_3,A4ul,area 4(upper limb region),PrG,57,58,4,5,0.0404,0.0421,0.00448,95,33
paracentral lobule,8,Tha_L(R)_8_6,Otha,occipital thalamus,Tha,241,242,2,3,0.0224,0.0211,0.00448,95,33
paracentral lobule,9,Tha_L(R)_8_8,lPFtha,lateral pre-frontal thalamus,Tha,245,246,2,2,0.0224,0.0211,0.00448,95,33
paracentral lobule,10,CG_L(R)_7_1,A23d,dorsal area 23,CG,175,176,1,1,0.0135,0.0105,0.00448,95,33
paracentral lobule,11,CG_L(R)_7_4,A23v,ventral area 23,CG,181,182,1,1,0.0135,0.0105,0.00448,95,33
paracentral lobule,12,CG_L(R)_7_5,A24cd,caudodorsal area 24,CG,183,184,1,1,0.0135,0.0105,0.00448,95,33
paracentral lobule,13,Hipp_L(R)_2_2,cHipp,caudal hippocampus,Hipp,217,218,1,1,0.0135,0.0105,0.00448,95,33
paracentral lobule,14,PoG_L(R)_4_3,A2,area 2,PoG,159,160,1,1,0.0135,0.0105,0.00448,95,33
paracentral lobule,15,Tha_L(R)_8_3,Stha,sensory thalamus,Tha,235,236,1,1,0.0135,0.0105,0.00448,95,33
paracentral lobule,16,Tha_L(R)_8_5,PPtha,posterior parietal thalamus,Tha,239,240,1,1,0.0135,0.0105,0.00448,95,33
paracentral lobule 6,1,PCL_L(R)_2_2,A4ll,area 4 (lower limb region),PCL,67,68,1,1,0.75,1.0,0.25,1,2
paracentral lobule and sulcus,1,PCL_L(R)_2_1,A1/2/3ll,area 1/2/3 (lower limb region),PCL,65,66,1,2,0.5,0.5,0.16667,2,2
paracentral lobule and sulcus,2,PCL_L(R)_2_2,A4ll,area 4 (lower limb region),PCL,67,68,1,1,0.5,0.5,0.16667,2,2
paracentral lobule ba 4,1,PrG_L(R)_6_3,A4ul,area 4(upper limb region),PrG,57,58,1,1,0.375,1.0,0.125,1,6
paracentral lobule ba 5,1,CG_L(R)_7_4,A23v,ventral area 23,CG,181,182,1,1,0.1,0.2,0.03333,5,20
paracentral lobule ba 5,2,CG_L(R)_7_6,A23c,caudal area 24,CG,185,186,1,1,0.1,0.2,0.03333,5,20
paracentral lobule ba 5,3,PCL_L(R)_2_1,A1/2/3ll,area 1/2/3 (lower limb region),PCL,65,66,1,1,0.1,0.2,0.03333,5,20
paracentral lobule ba 5,4,PCun_L(R)_4_2,A5m,medial area 5(PEm),Pcun,149,150,1,1,0.1,0.2,0.03333,5,20
paracentral lobule ba 5,5,SFG_L(R)_7_3,A9l,lateral area 9,SFG,5,6,1,1,0.1,0.2,0.03333,5,20
paracentral lobule ba 6,1,PCL_L(R)_2_1,A1/2/3ll,area 1/2/3 (lower limb region),PCL,65,66,1,1,0.2308,0.5,0.07692,2,9
paracentral lobule ba 6,2,SFG_L(R)_7_5,A6m,medial area 6,SFG,9,10,1,1,0.2308,0.5,0.07692,2,9
paracentral lobuleu,1,CG_L(R)_7_6,A23c,caudal area 24,CG,185,186,1,1,0.3333,1.0,0.11111,1,7
