lit_name,rank,bna_L3_code,bna_area_abbr,bna_area_name,bna_L2_abbr,bna_label_id_L,bna_label_id_R,n_papers,n_coords,p,p_raw,p_unobserved,k_total,n_support
superior frontal gyrus,8,SFG_L(R)_7_6,A9m,medial area 9,SFG,11,12,36,48,0.0458,0.0478,0.00063,753,87
superior frontal gyrus,9,MFG_L(R)_7_7,A10l,lateral area 10,MFG,27,28,26,35,0.0333,0.0345,0.00063,753,87
superior frontal gyrus,10,SFG_L(R)_7_5,A6m,medial area 6,SFG,9,10,23,26,0.0295,0.0305,0.00063,753,87
superior frontal gyrus,11,MFG_L(R)_7_5,A8vl,ventrolateral area 8,MFG,23,24,21,23,0.027,0.0279,0.00063,753,87
superior frontal gyrus,12,MFG_L(R)_7_6,A6vl,ventrolateral area 6,MFG,25,26,21,23,0.027,0.0279,0.00063,753,87
superior frontal gyrus,13,PrG_L(R)_6_2,A6cdl,caudal dorsolateral area 6,PrG,55,56,21,23,0.027,0.0279,0.00063,753,87
superior frontal gyrus,14,CG_L(R)_7_7,A32sg,subgenual area 32,CG,187,188,10,12,0.0132,0.0133,0.00063,753,87
superior frontal gyrus,15,BG_L(R)_6_2,GP,globus pallidus,BG,221,222,9,14,0.0119,0.012,0.00063,753,87
superior frontal gyrus,16,BG_L(R)_6_1,vCa,ventral caudate,BG,219,220,9,11,0.0119,0.012,0.00063,753,87
superior frontal gyrus,17,OrG_L(R)_6_1,A14m,medial area 14,OrG,41,42,7,9,0.0094,0.0093,0.00063,753,87
superior frontal gyrus,18,MFG_L(R)_7_4,A9/46v,ventral area 9/46,MFG,21,22,7,8,0.0094,0.0093,0.00063,753,87
superior frontal gyrus,19,OrG_L(R)_6_3,A11l,lateral area 11,OrG,45,46,7,7,0.0094,0.0093,0.00063,753,87
superior frontal gyrus,20,BG_L(R)_6_6,dlPu,dorsolateral putamen,BG,229,230,5,6,0.0069,0.0066,0.00063,753,87
superior frontal gyrus,21,CG_L(R)_7_3,A32p,pregenual area 32,CG,179,180,5,6,0.0069,0.0066,0.00063,753,87
superior frontal gyrus,22,BG_L(R)_6_5,dCa,dorsal caudate,BG,227,228,5,5,0.0069,0.0066,0.00063,753,87
superior frontal gyrus,23,PCL_L(R)_2_2,A4ll,area 4 (lower limb region),PCL,67,68,4,5,0.0056,0.0053,0.00063,753,87
superior frontal gyrus,24,PrG_L(R)_6_4,A4t,area 4(trunk region),PrG,59,60,4,5,0.0056,0.0053,0.00063,753,87
superior frontal gyrus,25,Hipp_L(R)_2_1,rHipp,rostral hippocampus,Hipp,215,216,3,4,0.0044,0.004,0.00063,753,87
superior frontal gyrus,26,MFG_L(R)_7_2,IFJ,inferior frontal junction,MFG,17,18,3,4,0.0044,0.004,0.00063,753,87
superior frontal gyrus,27,OrG_L(R)_6_4,A11m,medial area 11,OrG,47,48,3,3,0.0044,0.004,0.00063,753,87
superior frontal gyrus,28,IFG_L(R)_6_5,A44op,opercular area 44,IFG,37,38,2,3,0.0031,0.0027,0.00063,753,87
superior frontal gyrus,29,PrG_L(R)_6_3,A4ul,area 4(upper limb region),PrG,57,58,2,3,0.0031,0.0027,0.00063,753,87
superior frontal gyrus,30,BG_L(R)_6_4,vmPu,ventromedial putamen,BG,225,226,2,2,0.0031,0.0027,0.00063,753,87
superior frontal gyrus,31,PrG_L(R)_6_5,A4tl,area 4(tongue and larynx region),PrG,61,62,2,2,0.0031,0.0027,0.00063,753,87
superior frontal gyrus,32,MVOcC_L(R)_5_5,vmPOS,ventromedial parietooccipital sulcus,MVOcC,197,198,1,3,0.0019,0.0013,0.00063,753,87
superior frontal gyrus,33,CG_L(R)_7_6,A23c,caudal area 24,CG,185,186,1,2,0.0019,0.0013,0.00063,753,87
superior frontal gyrus,34,CG_L(R)_7_5,A24cd,caudodorsal area 24,CG,183,184,1,1,0.0019,0.0013,0.00063,753,87
superior frontal gyrus,35,FuG_L(R)_3_3,A37lv,lateroventral area 37,FuG,107,108,1,1,0.0019,0.0013,0.00063,753,87
superior frontal gyrus,36,IFG_L(R)_6_4,A45r,rostral area 45,IFG,35,36,1,1,0.0019,0.0013,0.00063,753,87
superior frontal gyrus,37,IPL_L(R)_6_5,A39rv,rostroventral area 39(PGa),IPL,143,144,1,1,0.0019,0.0013,0.00063,753,87
superior frontal gyrus,38,LOcC_L(R)_4_1,mOccG,middle occipital gyrus,LOcC,199,200,1,1,0.0019,0.0013,0.00063,753,87
superior frontal gyrus,39,LOcC_L(R)_4_2,V5/MT+,area V5/MT+,LOcC,201,202,1,1,0.0019,0.0013,0.00063,753,87
superior frontal gyrus,40,LOcC_L(R)_4_3,OPC,occipital polar cortex,LOcC,203,204,1,1,0.0019,0.0013,0.00063,753,87
superior frontal gyrus,41,OrG_L(R)_6_2,A12/47o,orbital area 12/47,OrG,43,44,1,1,0.0019,0.0013,0.00063,753,87
superior frontal gyrus,42,OrG_L(R)_6_5,A13,area 13,OrG,49,50,1,1,0.0019,0.0013,0.00063,753,87
superior frontal gyrus,43,PCun_L(R)_4_3,dmPOS,dorsomedial parietooccipital sulcus(PEr),Pcun,151,152,1,1,0.0019,0.0013,0.00063,753,87
superior frontal gyrus,44,PCun_L(R)_4_4,A31,area 31 (Lc1),Pcun,153,154,1,1,0.0019,0.0013,0.00063,753,87
superior frontal gyrus,45,PhG_L(R)_6_2,A35/36c,caudal area 35/36,PhG,111,112,1,1,0.0019,0.0013,0.00063,753,87
superior frontal gyrus,46,PrG_L(R)_6_1,A4hf,area 4(head and face region),PrG,53,54,1,1,0.0019,0.0013,0.00063,753,87
superior frontal gyrus,47,Tha_L(R)_8_1,mPFtha,medial pre-frontal thalamus,Tha,231,232,1,1,0.0019,0.0013,0.00063,753,87
superior frontal gyrus,48,Tha_L(R)_8_2,mPMtha,pre-motor thalamus,Tha,233,234,1,1,0.0019,0.0013,0.00063,753,87
superior frontal gyrus,49,Tha_L(R)_8_4,rTtha,rostral temporal thalamus,Tha,237,238,1,1,0.0019,0.0013,0.00063,753,87
superior frontal gyrus,50,Tha_L(R)_8_8,lPFtha,lateral pre-frontal thalamus,Tha,245,246,1,1,0.0019,0.0013,0.00063,753,87
superior frontal gyrus 10,1,MFG_L(R)_7_3,A46,area 46,MFG,19,20,2,3,0.2941,0.4,0.05882,5,7
superior frontal gyrus 10,2,MFG_L(R)_7_7,A10l,lateral area 10,MFG,27,28,2,3,0.2941,0.4,0.05882,5,7
superior frontal gyrus 10,3,MFG_L(R)_7_4,A9/46v,ventral area 9/46,MFG,21,22,1,1,0.1765,0.2,0.05882,5,7
superior frontal gyrus 11,1,OrG_L(R)_6_3,A11l,lateral area 11,OrG,45,46,2,2,0.5,1.0,0.1,2,6
superior frontal gyrus 1997,1,SFG_L(R)_7_1,A8m,medial area 8,SFG,1,2,1,1,0.3333,1.0,0.11111,1,7
superior frontal gyrus 24,1,CG_L(R)_7_2,A24rv,rostroventral area 24,CG,177,178,1,1,0.3333,1.0,0.11111,1,7
superior frontal gyrus 6,1,SFG_L(R)_7_1,A8m,medial area 8,SFG,1,2,3,5,0.1273,0.2143,0.01818,14,27
superior frontal gyrus 6,2,SFG_L(R)_7_4,A6dl,dorsolateral area 6,SFG,7,8,3,3,0.1273,0.2143,0.01818,14,27
superior frontal gyrus 6,3,BG_L(R)_6_1,vCa,ventral caudate,BG,219,220,2,2,0.0909,0.1429,0.01818,14,27
superior frontal gyrus 6,4,SFG_L(R)_7_5,A6m,medial area 6,SFG,9,10,2,2,0.0909,0.1429,0.01818,14,27
superior frontal gyrus 6,5,PrG_L(R)_6_4,A4t,area 4(trunk region),PrG,59,60,1,2,0.0545,0.0714,0.01818,14,27
superior frontal gyrus 6,6,PrG_L(R)_6_2,A6cdl,caudal dorsolateral area 6,PrG,55,56,1,1,0.0545,0.0714,0.01818,14,27
superior frontal gyrus 6,7,PrG_L(R)_6_3,A4ul,area 4(upper limb region),PrG,57,58,1,1,0.0545,0.0714,0.01818,14,27
superior frontal gyrus 6,8,Tha_L(R)_8_2,mPMtha,pre-motor thalamus,Tha,233,234,1,1,0.0545,0.0714,0.01818,14,27
superior frontal gyrus 8,1,SFG_L(R)_7_3,A9l,lateral area 9,SFG,5,6,3,4,0.2333,0.375,0.03333,8,14
superior frontal gyrus 8,2,SFG_L(R)_7_2,A8dl,dorsolateral area 8,SFG,3,4,3,3,0.2333,0.375,0.03333,8,14
superior frontal gyrus 8,3,MFG_L(R)_7_1,A9/46d,dorsal area 9/46,MFG,15,16,1,1,0.1,0.125,0.03333,8,14
superior frontal gyrus 8,4,MFG_L(R)_7_5,A8vl,ventrolateral area 8,MFG,23,24,1,1,0.1,0.125,0.03333,8,14
superior frontal gyrus 8 9,1,SFG_L(R)_7_3,A9l,lateral area 9,SFG,5,6,1,1,0.3333,1.0,0.11111,1,7
superior frontal gyrus 9,1,MFG_L(R)_7_1,A9/46d,dorsal area 9/46,MFG,15,16,3,3,0.2692,0.5,0.03846,6,14
superior frontal gyrus 9,2,SFG_L(R)_7_3,A9l,lateral area 9,SFG,5,6,2,2,0.1923,0.3333,0.03846,6,14
superior frontal gyrus 9,3,SFG_L(R)_7_2,A8dl,dorsolateral area 8,SFG,3,4,1,1,0.1154,0.1667,0.03846,6,14
superior frontal gyrus 9 10,1,MFG_L(R)_7_1,A9/46d,dorsal area 9/46,MFG,15,16,1,1,0.3333,1.0,0.11111,1,7
superior frontal gyrus and sulcus,1,SFG_L(R)_7_1,A8m,medial area 8,SFG,1,2,1,1,0.3333,1.0,0.11111,1,7
superior frontal gyrus ba 10,1,MFG_L(R)_7_3,A46,area 46,MFG,19,20,3,3,0.2059,0.3,0.02941,10,14
superior frontal gyrus ba 10,2,SFG_L(R)_7_3,A9l,lateral area 9,SFG,5,6,3,3,0.2059,0.3,0.02941,10,14
superior frontal gyrus ba 10,3,MFG_L(R)_7_7,A10l,lateral area 10,MFG,27,28,2,2,0.1471,0.2,0.02941,10,14
superior frontal gyrus ba 10,4,MFG_L(R)_7_1,A9/46d,dorsal area 9/46,MFG,15,16,1,1,0.0882,0.1,0.02941,10,14
superior frontal gyrus ba 10,5,MFG_L(R)_7_4,A9/46v,ventral area 9/46,MFG,21,22,1,1,0.0882,0.1,0.02941,10,14
superior frontal gyrus ba 6,1,SFG_L(R)_7_4,A6dl,dorsolateral area 6,SFG,7,8,5,5,0.1429,0.2083,0.01299,24,29
superior frontal gyrus ba 6,2,SFG_L(R)_7_1,A8m,medial area 8,SFG,1,2,4,7,0.1169,0.1667,0.01299,24,29
superior frontal gyrus ba 6,3,BG_L(R)_6_1,vCa,ventral caudate,BG,219,220,2,2,0.0649,0.0833,0.01299,24,29
superior frontal gyrus ba 6,4,BG_L(R)_6_5,dCa,dorsal caudate,BG,227,228,2,2,0.0649,0.0833,0.01299,24,29
superior frontal gyrus ba 6,5,Hipp_L(R)_2_1,rHipp,rostral hippocampus,Hipp,215,216,2,2,0.0649,0.0833,0.01299,24,29
superior frontal gyrus ba 6,6,SFG_L(R)_7_5,A6m,medial area 6,SFG,9,10,2,2,0.0649,0.0833,0.01299,24,29
superior frontal gyrus ba 6,7,PhG_L(R)_6_2,A35/36c,caudal area 35/36,PhG,111,112,1,1,0.039,0.0417,0.01299,24,29
superior frontal gyrus ba 6,8,SFG_L(R)_7_2,A8dl,dorsolateral area 8,SFG,3,4,1,1,0.039,0.0417,0.01299,24,29
superior frontal gyrus ba 6,9,Tha_L(R)_8_1,mPFtha,medial pre-frontal thalamus,Tha,231,232,1,1,0.039,0.0417,0.01299,24,29
superior frontal gyrus ba 6,10,Tha_L(R)_8_2,mPMtha,pre-motor thalamus,Tha,233,234,1,1,0.039,0.0417,0.01299,24,29
superior frontal gyrus ba 6,11,Tha_L(R)_8_4,rTtha,rostral temporal thalamus,Tha,237,238,1,1,0.039,0.0417,0.01299,24,29
superior frontal gyrus ba 6,12,Tha_L(R)_8_5,PPtha,posterior parietal thalamus,Tha,239,240,1,1,0.039,0.0417,0.01299,24,29
superior frontal gyrus ba 6,13,Tha_L(R)_8_8,lPFtha,lateral pre-frontal thalamus,Tha,245,246,1,1,0.039,0.0417,0.01299,24,29
superior frontal gyrus ba 6 8,1,BG_L(R)_6_5,dCa,dorsal caudate,BG,227,228,1,1,0.375,1.0,0.125,1,6
superior frontal gyrus ba 8,1,SFG_L(R)_7_2,A8dl,dorsolateral area 8,SFG,3,4,7,9,0.3409,0.4667,0.02273,15,14
superior frontal gyrus ba 8,2,SFG_L(R)_7_3,A9l,lateral area 9,SFG,5,6,4,5,0.2045,0.2667,0.02273,15,14
superior frontal gyrus ba 8,3,SFG_L(R)_7_1,A8m,medial area 8,SFG,1,2,2,3,0.1136,0.1333,0.02273,15,14
superior frontal gyrus ba 8,4,MFG_L(R)_7_5,A8vl,ventrolateral area 8,MFG,23,24,1,1,0.0682,0.0667,0.02273,15,14
superior frontal gyrus ba 8,5,MFG_L(R)_7_6,A6vl,ventrolateral area 6,MFG,25,26,1,1,0.0682,0.0667,0.02273,15,14
superior frontal gyrus ba 9,1,SFG_L(R)_7_3,A9l,lateral area 9,SFG,5,6,7,7,0.2586,0.4375,0.01724,16,26
superior frontal gyrus ba 9,2,SFG_L(R)_7_2,A8dl,dorsolateral area 8,SFG,3,4,2,2,0.0862,0.125,0.01724,16,26
superior frontal gyrus ba 9,3,SFG_L(R)_7_7,A10m,medial area 10,SFG,13,14,2,2,0.0862,0.125,0.01724,16,26
superior frontal gyrus ba 9,4,MFG_L(R)_7_1,A9/46d,dorsal area 9/46,MFG,15,16,1,5,0.0517,0.0625,0.01724,16,26
superior frontal gyrus ba 9,5,MVOcC_L(R)_5_5,vmPOS,ventromedial parietooccipital sulcus,MVOcC,197,198,1,2,0.0517,0.0625,0.01724,16,26
superior frontal gyrus ba 9,6,CG_L(R)_7_7,A32sg,subgenual area 32,CG,187,188,1,1,0.0517,0.0625,0.01724,16,26
superior frontal gyrus ba 9,7,MFG_L(R)_7_3,A46,area 46,MFG,19,20,1,1,0.0517,0.0625,0.01724,16,26
superior frontal gyrus ba 9,8,SFG_L(R)_7_6,A9m,medial area 9,SFG,11,12,1,1,0.0517,0.0625,0.01724,16,26
superior frontal gyrus ba 9 1,1,SFG_L(R)_7_3,A9l,lateral area 9,SFG,5,6,1,2,0.3333,1.0,0.11111,1,7
superior frontal gyrus ba 9 2,1,SFG_L(R)_7_3,A9l,lateral area 9,SFG,5,6,1,1,0.3333,1.0,0.11111,1,7
superior frontal gyrus medial,1,SFG_L(R)_7_7,A10m,medial area 10,SFG,13,14,2,4,0.1923,0.3333,0.03846,6,14
superior frontal gyrus medial,2,CG_L(R)_7_7,A32sg,subgenual area 32,CG,187,188,1,2,0.1154,0.1667,0.03846,6,14
superior frontal gyrus medial,3,SFG_L(R)_7_3,A9l,lateral area 9,SFG,5,6,1,2,0.1154,0.1667,0.03846,6,14
superior frontal gyrus medial,4,CG_L(R)_7_3,A32p,pregenual area 32,CG,179,180,1,1,0.1154,0.1667,0.03846,6,14
superior frontal gyrus medial,5,SFG_L(R)_7_6,A9m,medial area 9,SFG,11,12,1,1,0.1154,0.1667,0.03846,6,14
superior frontal gyrus medial region,1,SFG_L(R)_7_1,A8m,medial area 8,SFG,1,2,1,1,0.3333,1.0,0.11111,1,7
superior frontal gyrus orbital part,1,MFG_L(R)_7_7,A10l,lateral area 10,MFG,27,28,1,1,0.1765,0.5,0.05882,2,13
superior frontal gyrus orbital part,2,OrG_L(R)_6_6,A12/47l,lateral area 12/47,OrG,51,52,1,1,0.1765,0.5,0.05882,2,13
superior frontal gyrus wm,1,MFG_L(R)_7_1,A9/46d,dorsal area 9/46,MFG,15,16,1,1,0.3333,1.0,0.11111,1,7
superior frontal gyrus3,1,MFG_L(R)_7_6,A6vl,ventrolateral area 6,MFG,25,26,1,1,0.3333,1.0,0.11111,1,7
superior frontal gyrusa,1,MFG_L(R)_7_5,A8vl,ventrolateral area 8,MFG,23,24,1,1,0.1667,0.5,0.05556,2,14
superior frontal gyrusa,2,SFG_L(R)_7_2,A8dl,dorsolateral area 8,SFG,3,4,1,1,0.1667,0.5,0.05556,2,14
superior frontal lobe,1,SFG_L(R)_7_3,A9l,lateral area 9,SFG,5,6,2,5,0.1667,0.25,0.03333,8,14
superior frontal lobe,2,MFG_L(R)_7_1,A9/46d,dorsal area 9/46,MFG,15,16,1,1,0.1,0.125,0.03333,8,14
superior frontal lobe,3,MFG_L(R)_7_2,IFJ,inferior frontal junction,MFG,17,18,1,1,0.1,0.125,0.03333,8,14
superior frontal lobe,4,MFG_L(R)_7_5,A8vl,ventrolateral area 8,MFG,23,24,1,1,0.1,0.125,0.03333,8,14
superior frontal lobe,5,SFG_L(R)_7_1,A8m,medial area 8,SFG,1,2,1,1,0.1,0.125,0.03333,8,14
superior frontal lobe,6,SFG_L(R)_7_4,A6dl,dorsolateral area 6,SFG,7,8,1,1,0.1,0.125,0.03333,8,14
superior frontal lobe,7,SFG_L(R)_7_6,A9m,medial area 9,SFG,11,12,1,1,0.1,0.125,0.03333,8,14
superior frontal lobea,1,MFG_L(R)_7_2,IFJ,inferior frontal junction,MFG,17,18,1,1,0.3333,1.0,0.11111,1,7
superior frontal medial cortex,1,SFG_L(R)_7_7,A10m,medial area 10,SFG,13,14,1,2,0.3333,1.0,0.11111,1,7
superior frontal medial gyrus,1,SFG_L(R)_7_1,A8m,medial area 8,SFG,1,2,1,1,0.3333,1.0,0.11111,1,7
superior frontal orbital lobe ba 11,1,OrG_L(R)_6_3,A11l,lateral area 11,OrG,45,46,1,1,0.375,1.0,0.125,1,6
superior frontal region,1,MFG_L(R)_7_1,A9/46d,dorsal area 9/46,MFG,15,16,1,1,0.3333,1.0,0.11111,1,7
superior frontal sulc,1,SFG_L(R)_7_2,A8dl,dorsolateral area 8,SFG,3,4,1,2,0.1667,0.5,0.05556,2,14
superior frontal sulc,2,MFG_L(R)_7_1,A9/46d,dorsal area 9/46,MFG,15,16,1,1,0.1667,0.5,0.05556,2,14
superior frontal sulcus,1,MFG_L(R)_7_1,A9/46d,dorsal area 9/46,MFG,15,16,6,6,0.2281,0.3,0.01754,20,17
superior frontal sulcus,2,SFG_L(R)_7_2,A8dl,dorsolateral area 8,SFG,3,4,4,4,0.1579,0.2,0.01754,20,17
superior frontal sulcus,3,SFG_L(R)_7_4,A6dl,dorsolateral area 6,SFG,7,8,3,3,0.1228,0.15,0.01754,20,17
superior frontal sulcus,4,MFG_L(R)_7_5,A8vl,ventrolateral area 8,MFG,23,24,2,2,0.0877,0.1,0.01754,20,17
superior frontal sulcus,5,MFG_L(R)_7_6,A6vl,ventrolateral area 6,MFG,25,26,2,2,0.0877,0.1,0.01754,20,17
superior frontal sulcus,6,FuG_L(R)_3_1,A20rv,rostroventral area 20,FuG,103,104,1,1,0.0526,0.05,0.01754,20,17
superior frontal sulcus,7,MFG_L(R)_7_3,A46,area 46,MFG,19,20,1,1,0.0526,0.05,0.01754,20,17
superior frontal sulcus,8,SFG_L(R)_7_3,A9l,lateral area 9,SFG,5,6,1,1,0.0526,0.05,0.01754,20,17
superior frontal sulcus 8,1,MFG_L(R)_7_5,A8vl,ventrolateral area 8,MFG,23,24,1,1,0.3333,1.0,0.11111,1,7
superior frontal tracts,1,PCL_L(R)_2_2,A4ll,area 4 (lower limb region),PCL,67,68,1,1,0.75,1.0,0.25,1,2
superior gyrus,1,PoG_L(R)_4_2,A1/2/3tonIa,area 1/2/3(tongue and larynx region),PoG,157,158,1,1,0.1364,0.3333,0.04545,3,16
superior gyrus,2,PrG_L(R)_6_5,A4tl,area 4(tongue and larynx region),PrG,61,62,1,1,0.1364,0.3333,0.04545,3,16
superior gyrus,3,STG_L(R)_6_2,A41/42,area 41/42,STG,71,72,1,1,0.1364,0.3333,0.04545,3,16
superior lateral frontal gyrus,1,MFG_L(R)_7_1,A9/46d,dorsal area 9/46,MFG,15,16,1,1,0.3333,1.0,0.11111,1,7
superior lateral occipital,1,IPL_L(R)_6_1,A39c,caudal area 39(PGp),IPL,135,136,1,2,0.3,0.5,0.1,2,6
superior lateral occipital,2,IPL_L(R)_6_5,A39rv,rostroventral area 39(PGa),IPL,143,144,1,1,0.3,0.5,0.1,2,6
superior lateral occipital cortex,1,IPL_L(R)_6_1,A39c,caudal area 39(PGp),IPL,135,136,1,2,0.0789,0.1667,0.02632,6,26
superior lateral occipital cortex,2,LOcC_L(R)_2_1,msOccG,medial superior occipital gyrus,LOcC,207,208,1,1,0.0789,0.1667,0.02632,6,26
superior lateral occipital cortex,3,LOcC_L(R)_4_2,V5/MT+,area V5/MT+,LOcC,201,202,1,1,0.0789,0.1667,0.02632,6,26
superior lateral occipital cortex,4,MTG_L(R)_4_3,A37dl,dorsolateral area 37,MTG,85,86,1,1,0.0789,0.1667,0.02632,6,26
superior lateral occipital cortex,5,MVOcC_L(R)_5_2,rCunG,rostral cuneus gyrus,MVOcC,191,192,1,1,0.0789,0.1667,0.02632,6,26
superior lateral occipital cortex,6,SPL_L(R)_5_2,A7c,caudal area 7,SPL,127,128,1,1,0.0789,0.1667,0.02632,6,26
superior lateral occipital cortex and precuneous,1,MVOcC_L(R)_5_5,vmPOS,ventromedial parietooccipital sulcus,MVOcC,197,198,1,1,0.4286,1.0,0.14286,1,5
superior lateral occipital gyrus,1,IPL_L(R)_6_1,A39c,caudal area 39(PGp),IPL,135,136,1,1,0.375,1.0,0.125,1,6
superior lingual gyrus,1,MVOcC_L(R)_5_4,rLinG,rostral lingual gyrus,MVOcC,195,196,1,1,0.2308,0.5,0.07692,2,9
superior lingual gyrus,2,PCun_L(R)_4_3,dmPOS,dorsomedial parietooccipital sulcus(PEr),Pcun,151,152,1,1,0.2308,0.5,0.07692,2,9
superior longitudinal fasciculus,1,CG_L(R)_7_6,A23c,caudal area 24,CG,185,186,1,1,0.125,0.3333,0.04167,3,18
superior longitudinal fasciculus,2,IPL_L(R)_6_5,A39rv,rostroventral area 39(PGa),IPL,143,144,1,1,0.125,0.3333,0.04167,3,18
superior longitudinal fasciculus,3,SPL_L(R)_5_3,A5l,lateral area 5,SPL,129,130,1,1,0.125,0.3333,0.04167,3,18
superior longitudinal fasciculus posterior part,1,IPL_L(R)_6_5,A39rv,rostroventral area 39(PGa),IPL,143,144,1,1,0.375,1.0,0.125,1,6
superior longitudinal fasciculus temporal part,1,MTG_L(R)_4_4,aSTS,anterior superior temporal sulcus,MTG,87,88,1,1,0.5,1.0,0.16667,1,4
superior longitudinal fasciculus wm,1,PoG_L(R)_4_2,A1/2/3tonIa,area 1/2/3(tongue and larynx region),PoG,157,158,1,1,0.5,1.0,0.16667,1,4
superior medial,1,SFG_L(R)_7_7,A10m,medial area 10,SFG,13,14,2,9,0.1282,0.3333,0.02564,6,27
superior medial,2,CG_L(R)_7_7,A32sg,subgenual area 32,CG,187,188,1,2,0.0769,0.1667,0.02564,6,27
superior medial,3,MFG_L(R)_7_7,A10l,lateral area 10,MFG,27,28,1,1,0.0769,0.1667,0.02564,6,27
superior medial,4,OrG_L(R)_6_1,A14m,medial area 14,OrG,41,42,1,1,0.0769,0.1667,0.02564,6,27
superior medial,5,SFG_L(R)_7_1,A8m,medial area 8,SFG,1,2,1,1,0.0769,0.1667,0.02564,6,27
superior medial frontal,1,SFG_L(R)_7_3,A9l,lateral area 9,SFG,5,6,2,2,0.2941,0.4,0.05882,5,7
superior medial frontal,2,SFG_L(R)_7_6,A9m,medial area 9,SFG,11,12,1,2,0.1765,0.2,0.05882,5,7
superior medial frontal,3,SFG_L(R)_7_1,A8m,medial area 8,SFG,1,2,1,1,0.1765,0.2,0.05882,5,7
superior medial frontal,4,SFG_L(R)_7_7,A10m,medial area 10,SFG,13,14,1,1,0.1765,0.2,0.05882,5,7
superior medial frontal cortex,1,SFG_L(R)_7_6,A9m,medial area 9,SFG,11,12,2,3,0.3333,0.5,0.06667,4,7
superior medial frontal cortex,2,SFG_L(R)_7_7,A10m,medial area 10,SFG,13,14,2,2,0.3333,0.5,0.06667,4,7
superior medial frontal cortex ba 10,1,SFG_L(R)_7_6,A9m,medial area 9,SFG,11,12,1,1,0.3333,1.0,0.11111,1,7
superior medial frontal gyrus,1,SFG_L(R)_7_7,A10m,medial area 10,SFG,13,14,10,14,0.2917,0.3846,0.01389,26,20
superior medial frontal gyrus,2,SFG_L(R)_7_6,A9m,medial area 9,SFG,11,12,6,13,0.1806,0.2308,0.01389,26,20
superior medial frontal gyrus,3,SFG_L(R)_7_3,A9l,lateral area 9,SFG,5,6,3,4,0.0972,0.1154,0.01389,26,20
superior medial frontal gyrus,4,SFG_L(R)_7_1,A8m,medial area 8,SFG,1,2,3,3,0.0972,0.1154,0.01389,26,20
superior medial frontal gyrus,5,CG_L(R)_7_7,A32sg,subgenual area 32,CG,187,188,2,3,0.0694,0.0769,0.01389,26,20
superior medial frontal gyrus,6,INS_L(R)_6_3,dIa,dorsal agranular insula,INS,167,168,1,1,0.0417,0.0385,0.01389,26,20
superior medial frontal gyrus,7,SFG_L(R)_7_2,A8dl,dorsolateral area 8,SFG,3,4,1,1,0.0417,0.0385,0.01389,26,20
superior medial frontal gyrus 32,1,SFG_L(R)_7_7,A10m,medial area 10,SFG,13,14,1,1,0.3333,1.0,0.11111,1,7
superior medial frontal gyrus ba 8,1,SFG_L(R)_7_6,A9m,medial area 9,SFG,11,12,1,1,0.3333,1.0,0.11111,1,7
superior medial frontal lobe,1,SFG_L(R)_7_3,A9l,lateral area 9,SFG,5,6,1,2,0.2308,0.3333,0.07692,3,7
superior medial frontal lobe,2,SFG_L(R)_7_6,A9m,medial area 9,SFG,11,12,1,1,0.2308,0.3333,0.07692,3,7
superior medial frontal lobe,3,SFG_L(R)_7_7,A10m,medial area 10,SFG,13,14,1,1,0.2308,0.3333,0.07692,3,7
superior medial g,1,SFG_L(R)_7_6,A9m,medial area 9,SFG,11,12,1,1,0.3333,1.0,0.11111,1,7
superior medial gyrus,1,SFG_L(R)_7_6,A9m,medial area 9,SFG,11,12,16,17,0.3626,0.381,0.01099,42,7
superior medial gyrus,2,SFG_L(R)_7_7,A10m,medial area 10,SFG,13,14,13,21,0.2967,0.3095,0.01099,42,7
superior medial gyrus,3,SFG_L(R)_7_3,A9l,lateral area 9,SFG,5,6,8,9,0.1868,0.1905,0.01099,42,7
superior medial gyrus,4,SFG_L(R)_7_1,A8m,medial area 8,SFG,1,2,5,5,0.1209,0.119,0.01099,42,7
superior medial gyrus 9,1,SFG_L(R)_7_6,A9m,medial area 9,SFG,11,12,1,1,0.3333,1.0,0.11111,1,7
superior medial gyrus ba 32,1,BG_L(R)_6_5,dCa,dorsal caudate,BG,227,228,1,1,0.375,1.0,0.125,1,6
superior medial gyrus ba 9,1,Tha_L(R)_8_4,rTtha,rostral temporal thalamus,Tha,237,238,1,1,0.25,0.5,0.08333,2,8
superior medial gyrus ba 9,2,Tha_L(R)_8_8,lPFtha,lateral pre-frontal thalamus,Tha,245,246,1,1,0.25,0.5,0.08333,2,8
superior medial pfc,1,SFG_L(R)_7_7,A10m,medial area 10,SFG,13,14,1,1,0.3333,1.0,0.11111,1,7
superior medial pfc ba 8,1,SFG_L(R)_7_1,A8m,medial area 8,SFG,1,2,1,1,0.3333,1.0,0.11111,1,7
superior medial pfc ba 9,1,SFG_L(R)_7_7,A10m,medial area 10,SFG,13,14,1,1,0.3333,1.0,0.11111,1,7
superior medial prefrontal cortex,1,SFG_L(R)_7_2,A8dl,dorsolateral area 8,SFG,3,4,1,1,0.2308,0.3333,0.07692,3,7
superior medial prefrontal cortex,2,SFG_L(R)_7_3,A9l,lateral area 9,SFG,5,6,1,1,0.2308,0.3333,0.07692,3,7
superior medial prefrontal cortex,3,SFG_L(R)_7_6,A9m,medial area 9,SFG,11,12,1,1,0.2308,0.3333,0.07692,3,7
