lit_name,lit_surface_top,lit_n_surface,k_papers,n_observed,eff_n,n80,top1_p,rank,bna_L2_abbr,bna_L2_name,bna_lobe,n_papers,n_papers_raw,n_coords,p,p_raw,p_unobserved,lit_surface_forms
angular gyrus,Angular gyrus,58,253.0,13,3.31,2,0.7336,8,CG,Cingulate Gyrus,Limbic Lobe,1.0,1.0,1,0.0057,0.004,0.00189,Angular gyrus | Angular Gyrus | Left angular gyrus | Right angular gyrus | R angular gyrus | L angular gyrus | R Angular gyrus | L Angular gyrus | L Angular Gyrus | Left Angular Gyrus
angular gyrus,Angular gyrus,58,253.0,13,3.31,2,0.7336,9,IFG,Inferior Frontal Gyrus,Frontal Lobe,1.0,1.0,1,0.0057,0.004,0.00189,Angular gyrus | Angular Gyrus | Left angular gyrus | Right angular gyrus | R angular gyrus | L angular gyrus | R Angular gyrus | L Angular gyrus | L Angular Gyrus | Left Angular Gyrus
angular gyrus,Angular gyrus,58,253.0,13,3.31,2,0.7336,10,ITG,Inferior Temporal Gyrus,Temporal Lobe,1.0,1.0,1,0.0057,0.004,0.00189,Angular gyrus | Angular Gyrus | Left angular gyrus | Right angular gyrus | R angular gyrus | L angular gyrus | R Angular gyrus | L Angular gyrus | L Angular Gyrus | Left Angular Gyrus
angular gyrus,Angular gyrus,58,253.0,13,3.31,2,0.7336,11,MVOcC,MedioVentral Occipital Cortex,Occipital Lobe,1.0,1.0,1,0.0057,0.004,0.00189,Angular gyrus | Angular Gyrus | Left angular gyrus | Right angular gyrus | R angular gyrus | L angular gyrus | R Angular gyrus | L Angular gyrus | L Angular Gyrus | Left Angular Gyrus
angular gyrus,Angular gyrus,58,253.0,13,3.31,2,0.7336,12,PhG,Parahippocampal Gyrus,Temporal Lobe,1.0,1.0,1,0.0057,0.004,0.00189,Angular gyrus | Angular Gyrus | Left angular gyrus | Right angular gyrus | R angular gyrus | L angular gyrus | R Angular gyrus | L Angular gyrus | L Angular Gyrus | Left Angular Gyrus
angular gyrus,Angular gyrus,58,253.0,13,3.31,2,0.7336,13,STG,Superior Temporal Gyrus,Temporal Lobe,1.0,1.0,1,0.0057,0.004,0.00189,Angular gyrus | Angular Gyrus | Left angular gyrus | Right angular gyrus | R angular gyrus | L angular gyrus | R Angular gyrus | L Angular gyrus | L Angular Gyrus | Left Angular Gyrus
angular gyrus 39,Angular gyrus (39),4,6.0,1,14.26,17,0.3609,1,IPL,Inferior Parietal Lobule,Parietal Lobe,6.0,6.0,9,0.3611,1.0,0.02778,Angular gyrus (39) | Angular Gyrus (39) | Lt angular gyrus (39) | Right angular gyrus (39)
angular gyrus and superior temporal sulcus,Angular gyrus and superior temporal sulcus,1,1.0,1,22.91,19,0.1153,1,IPL,Inferior Parietal Lobule,Parietal Lobe,1.0,1.0,1,0.1154,1.0,0.03846,Angular gyrus and superior temporal sulcus
angular gyrus ba 39,Angular gyrus (BA 39),8,8.0,1,12.0,16,0.425,1,IPL,Inferior Parietal Lobule,Parietal Lobe,8.0,8.0,8,0.425,1.0,0.025,Angular gyrus (BA 39) | L Angular gyrus (BA 39) | L. Angular Gyrus (BA 39) | Left angular gyrus (BA 39) | Left angular gyrus (BA39) | R angular gyrus (BA 39) | Right angular gyrus (BA39) | angular gyrus (BA 39)
angular gyrus ba 40,Angular gyrus (BA 40),2,2.0,1,21.0,19,0.1787,1,IPL,Inferior Parietal Lobule,Parietal Lobe,2.0,2.0,2,0.1786,1.0,0.03571,Angular gyrus (BA 40) | R Angular gyrus (BA 40)
angular gyrus ba 7,Angular gyrus [BA7],2,2.0,1,21.0,19,0.1787,1,IPL,Inferior Parietal Lobule,Parietal Lobe,2.0,2.0,4,0.1786,1.0,0.03571,Angular gyrus [BA7] | Right Angular gyrus (BA 7)*
angular gyrus temporal parietal junction,L angular gyrus [temporal parietal junction],2,1.0,1,22.91,19,0.1153,1,IPL,Inferior Parietal Lobule,Parietal Lobe,1.0,1.0,4,0.1154,1.0,0.03846,L angular gyrus [temporal parietal junction] | R angular gyrus [temporal parietal junction]
angular gyrus2,Angular gyrus2,1,1.0,1,22.91,19,0.1153,1,IPL,Inferior Parietal Lobule,Parietal Lobe,1.0,1.0,1,0.1154,1.0,0.03846,Angular gyrus2
angular gyrusa,[4] R angular gyrusa,1,1.0,1,22.91,19,0.1153,1,IPL,Inferior Parietal Lobule,Parietal Lobe,1.0,1.0,1,0.1154,1.0,0.03846,[4] R angular gyrusa
angular gyurs,Angular gyurs,2,2.0,1,21.0,19,0.1787,1,IPL,Inferior Parietal Lobule,Parietal Lobe,2.0,2.0,2,0.1786,1.0,0.03571,Angular gyurs | R angular gyurs
angular sulcus,R angular sulcus,1,1.0,1,22.91,19,0.1153,1,IPL,Inferior Parietal Lobule,Parietal Lobe,1.0,1.0,1,0.1154,1.0,0.03846,R angular sulcus
ant cing cortex,Ant. Cing. Cortex,2,1.0,1,22.91,19,0.1153,1,SFG,Superior Frontal Gyrus,Frontal Lobe,1.0,1.0,2,0.1154,1.0,0.03846,Ant. Cing. Cortex | Ant.Cing. Cortex
ant cing gyrus,Ant. Cing. Gyrus,1,1.0,1,22.91,19,0.1153,1,SFG,Superior Frontal Gyrus,Frontal Lobe,1.0,1.0,1,0.1154,1.0,0.03846,Ant. Cing. Gyrus
ant cingulate,Ant. cingulate,2,2.0,2,22.13,19,0.1071,1,CG,Cingulate Gyrus,Limbic Lobe,1.0,1.0,1,0.1071,0.5,0.03571,Ant. cingulate | Ant. cingulate R
ant cingulate,Ant. cingulate,2,2.0,2,22.13,19,0.1071,2,SFG,Superior Frontal Gyrus,Frontal Lobe,1.0,1.0,1,0.1071,0.5,0.03571,Ant. cingulate | Ant. cingulate R
ant cingulate cortex,L ant. cingulate cortex,2,1.0,1,22.91,19,0.1153,1,CG,Cingulate Gyrus,Limbic Lobe,1.0,1.0,2,0.1154,1.0,0.03846,L ant. cingulate cortex | R ant. cingulate cortex
ant cingulate gyrus,Ant cingulate gyrus,4,3.0,2,20.55,18,0.1668,1,CG,Cingulate Gyrus,Limbic Lobe,2.0,2.0,3,0.1667,0.6667,0.03333,Ant cingulate gyrus | L. Ant. Cingulate Gyrus | R. Ant. Cingulate Gyrus | ant. cingulate gyrus
ant cingulate gyrus,Ant cingulate gyrus,4,3.0,2,20.55,18,0.1668,2,SFG,Superior Frontal Gyrus,Frontal Lobe,1.0,1.0,1,0.1,0.3333,0.03333,Ant cingulate gyrus | L. Ant. Cingulate Gyrus | R. Ant. Cingulate Gyrus | ant. cingulate gyrus
ant cingulum,L ant cingulum,1,1.0,1,22.91,19,0.1153,1,CG,Cingulate Gyrus,Limbic Lobe,1.0,1.0,1,0.1154,1.0,0.03846,L ant cingulum
ant fusiform,L ant fusiform,2,1.0,1,22.91,19,0.1153,1,FuG,Fusiform Gyrus,Temporal Lobe,1.0,1.0,2,0.1154,1.0,0.03846,L ant fusiform | R ant fusiform
ant hippocampus,L Ant. Hippocampus,1,1.0,1,22.91,19,0.1153,1,Hipp,Hippocampus,Subcortical Nuclei,1.0,1.0,2,0.1154,1.0,0.03846,L Ant. Hippocampus
ant inferior temporal gyrus,Ant. inferior temporal gyrus,1,1.0,1,22.91,19,0.1153,1,INS,Insular Gyrus,Insular Lobe,1.0,1.0,1,0.1154,1.0,0.03846,Ant. inferior temporal gyrus
ant ins,L ant INS,2,2.0,2,22.13,19,0.1071,1,INS,Insular Gyrus,Insular Lobe,1.0,1.0,2,0.1071,0.5,0.03571,L ant INS | R ant INS
ant ins,L ant INS,2,2.0,2,22.13,19,0.1071,2,OrG,Orbital Gyrus,Frontal Lobe,1.0,1.0,1,0.1071,0.5,0.03571,L ant INS | R ant INS
ant insula,Ant insula,6,6.0,2,15.79,17,0.3054,1,INS,Insular Gyrus,Insular Lobe,5.0,5.0,7,0.3056,0.8333,0.02778,Ant insula | L ant insula | L ant insula * | R Ant Insula | R ant insula | R ant insula *
ant insula,Ant insula,6,6.0,2,15.79,17,0.3054,2,IFG,Inferior Frontal Gyrus,Frontal Lobe,1.0,1.0,1,0.0833,0.1667,0.02778,Ant insula | L ant insula | L ant insula * | R Ant Insula | R ant insula | R ant insula *
ant insula cl,Ant. insula cl,1,1.0,1,22.91,19,0.1153,1,INS,Insular Gyrus,Insular Lobe,1.0,1.0,1,0.1154,1.0,0.03846,Ant. insula cl
ant lobe cerebellum culmen,R ant lobe cerebellum culmen,1,1.0,1,22.91,19,0.1153,1,FuG,Fusiform Gyrus,Temporal Lobe,1.0,1.0,1,0.1154,1.0,0.03846,R ant lobe cerebellum culmen
ant mtg,LH ant MTG,1,1.0,1,22.91,19,0.1153,1,STG,Superior Temporal Gyrus,Temporal Lobe,1.0,1.0,1,0.1154,1.0,0.03846,LH ant MTG
ant mtg itg,Ant MTG-ITG,1,1.0,1,22.91,19,0.1153,1,ITG,Inferior Temporal Gyrus,Temporal Lobe,1.0,1.0,1,0.1154,1.0,0.03846,Ant MTG-ITG
ant mtg sts,Ant MTG-STS,1,1.0,1,22.91,19,0.1153,1,MTG,Middle Temporal Gyrus,Temporal Lobe,1.0,1.0,1,0.1154,1.0,0.03846,Ant MTG-STS
ant sts,LH ant STS,1,1.0,1,22.91,19,0.1153,1,STG,Superior Temporal Gyrus,Temporal Lobe,1.0,1.0,2,0.1154,1.0,0.03846,LH ant STS
ant thalamus,R ant thalamus,2,2.0,1,21.0,19,0.1787,1,Tha,Thalamus,Subcortical Nuclei,2.0,2.0,3,0.1786,1.0,0.03571,R ant thalamus | L ant thalamus
anteiror cingulum,Anteiror Cingulum,1,1.0,1,22.91,19,0.1153,1,CG,Cingulate Gyrus,Limbic Lobe,1.0,1.0,2,0.1154,1.0,0.03846,Anteiror Cingulum
anterio cingulate,Anterio cingulate,1,1.0,1,22.91,19,0.1153,1,CG,Cingulate Gyrus,Limbic Lobe,1.0,1.0,1,0.1154,1.0,0.03846,Anterio cingulate
anterior,Anterior,1,7.0,5,19.18,17,0.1317,1,CG,Cingulate Gyrus,Limbic Lobe,2.0,2.0,2,0.1316,0.2857,0.02632,Anterior
anterior,Anterior,1,7.0,5,19.18,17,0.1317,2,INS,Insular Gyrus,Insular Lobe,2.0,2.0,2,0.1316,0.2857,0.02632,Anterior
anterior,Anterior,1,7.0,5,19.18,17,0.1317,3,IFG,Inferior Frontal Gyrus,Frontal Lobe,1.0,1.0,3,0.0789,0.1429,0.02632,Anterior
anterior,Anterior,1,7.0,5,19.18,17,0.1317,4,OrG,Orbital Gyrus,Frontal Lobe,1.0,1.0,2,0.0789,0.1429,0.02632,Anterior
anterior,Anterior,1,7.0,5,19.18,17,0.1317,5,MVOcC,MedioVentral Occipital Cortex,Occipital Lobe,1.0,1.0,1,0.0789,0.1429,0.02632,Anterior
anterior and middle cingulate cortex,anterior and middle cingulate cortex,1,1.0,1,22.91,19,0.1153,1,CG,Cingulate Gyrus,Limbic Lobe,1.0,1.0,1,0.1154,1.0,0.03846,anterior and middle cingulate cortex
anterior and superior corona radiata,left anterior and superior corona radiata,1,1.0,1,22.91,19,0.1153,1,MFG,Middle Frontal Gyrus,Frontal Lobe,1.0,1.0,1,0.1154,1.0,0.03846,left anterior and superior corona radiata
anterior calcarine sulcus,Anterior Calcarine Sulcus,1,1.0,1,22.91,19,0.1153,1,MVOcC,MedioVentral Occipital Cortex,Occipital Lobe,1.0,1.0,1,0.1154,1.0,0.03846,Anterior Calcarine Sulcus
anterior cc,Anterior CC,1,1.0,1,22.91,19,0.1153,1,BG,Basal Ganglia,Subcortical Nuclei,1.0,1.0,1,0.1154,1.0,0.03846,Anterior CC
anterior cerebellum,Anterior cerebellum,1,4.0,2,19.34,18,0.1564,1,MVOcC,MedioVentral Occipital Cortex,Occipital Lobe,2.0,2.0,3,0.1562,0.5,0.03125,Anterior cerebellum
anterior cerebellum,Anterior cerebellum,1,4.0,2,19.34,18,0.1564,2,FuG,Fusiform Gyrus,Temporal Lobe,2.0,2.0,2,0.1562,0.5,0.03125,Anterior cerebellum
anterior cigulate cortex,anterior cigulate cortex,1,1.0,1,22.91,19,0.1153,1,CG,Cingulate Gyrus,Limbic Lobe,1.0,1.0,1,0.1154,1.0,0.03846,anterior cigulate cortex
anterior cingulate,Anterior cingulate,32,155.0,7,4.01,3,0.6316,1,CG,Cingulate Gyrus,Limbic Lobe,105.0,105.0,156,0.6317,0.6774,0.00299,Anterior cingulate | Anterior Cingulate | Left anterior cingulate | R Anterior Cingulate | Right anterior cingulate | L Anterior Cingulate | L Anterior cingulate | R anterior cingulate | L anterior cingulate | Left Anterior Cingulate
anterior cingulate,Anterior cingulate,32,155.0,7,4.01,3,0.6316,2,SFG,Superior Frontal Gyrus,Frontal Lobe,23.0,23.0,29,0.1407,0.1484,0.00299,Anterior cingulate | Anterior Cingulate | Left anterior cingulate | R Anterior Cingulate | Right anterior cingulate | L Anterior Cingulate | L Anterior cingulate | R anterior cingulate | L anterior cingulate | Left Anterior Cingulate
anterior cingulate,Anterior cingulate,32,155.0,7,4.01,3,0.6316,3,OrG,Orbital Gyrus,Frontal Lobe,15.0,15.0,18,0.0928,0.0968,0.00299,Anterior cingulate | Anterior Cingulate | Left anterior cingulate | R Anterior Cingulate | Right anterior cingulate | L Anterior Cingulate | L Anterior cingulate | R anterior cingulate | L anterior cingulate | Left Anterior Cingulate
anterior cingulate,Anterior cingulate,32,155.0,7,4.01,3,0.6316,4,BG,Basal Ganglia,Subcortical Nuclei,7.0,7.0,7,0.0449,0.0452,0.00299,Anterior cingulate | Anterior Cingulate | Left anterior cingulate | R Anterior Cingulate | Right anterior cingulate | L Anterior Cingulate | L Anterior cingulate | R anterior cingulate | L anterior cingulate | Left Anterior Cingulate
anterior cingulate,Anterior cingulate,32,155.0,7,4.01,3,0.6316,5,Tha,Thalamus,Subcortical Nuclei,3.0,3.0,3,0.021,0.0194,0.00299,Anterior cingulate | Anterior Cingulate | Left anterior cingulate | R Anterior Cingulate | Right anterior cingulate | L Anterior Cingulate | L Anterior cingulate | R anterior cingulate | L anterior cingulate | Left Anterior Cingulate
anterior cingulate,Anterior cingulate,32,155.0,7,4.01,3,0.6316,6,IFG,Inferior Frontal Gyrus,Frontal Lobe,1.0,1.0,1,0.009,0.0065,0.00299,Anterior cingulate | Anterior Cingulate | Left anterior cingulate | R Anterior Cingulate | Right anterior cingulate | L Anterior Cingulate | L Anterior cingulate | R anterior cingulate | L anterior cingulate | Left Anterior Cingulate
anterior cingulate,Anterior cingulate,32,155.0,7,4.01,3,0.6316,7,INS,Insular Gyrus,Insular Lobe,1.0,1.0,1,0.009,0.0065,0.00299,Anterior cingulate | Anterior Cingulate | Left anterior cingulate | R Anterior Cingulate | Right anterior cingulate | L Anterior Cingulate | L Anterior cingulate | R anterior cingulate | L anterior cingulate | Left Anterior Cingulate
anterior cingulate 24,L. Anterior Cingulate (24),1,1.0,1,22.91,19,0.1153,1,CG,Cingulate Gyrus,Limbic Lobe,1.0,1.0,1,0.1154,1.0,0.03846,L. Anterior Cingulate (24)
anterior cingulate 32,Anterior cingulate (32),1,3.0,2,20.55,18,0.1668,1,CG,Cingulate Gyrus,Limbic Lobe,2.0,2.0,2,0.1667,0.6667,0.03333,Anterior cingulate (32)
anterior cingulate 32,Anterior cingulate (32),1,3.0,2,20.55,18,0.1668,2,BG,Basal Ganglia,Subcortical Nuclei,1.0,1.0,1,0.1,0.3333,0.03333,Anterior cingulate (32)
anterior cingulate and medial prefrontal,RH anterior cingulate and medial prefrontal,1,1.0,1,22.91,19,0.1153,1,CG,Cingulate Gyrus,Limbic Lobe,1.0,1.0,1,0.1154,1.0,0.03846,RH anterior cingulate and medial prefrontal
anterior cingulate and paracingulate gyrus,Anterior cingulate and paracingulate gyri,3,4.0,2,19.34,18,0.1564,1,CG,Cingulate Gyrus,Limbic Lobe,2.0,2.0,4,0.1562,0.5,0.03125,Anterior cingulate and paracingulate gyri | LH anterior cingulate and paracingulate gyri | RH anterior cingulate and paracingulate gyri
anterior cingulate and paracingulate gyrus,Anterior cingulate and paracingulate gyri,3,4.0,2,19.34,18,0.1564,2,SFG,Superior Frontal Gyrus,Frontal Lobe,2.0,2.0,2,0.1562,0.5,0.03125,Anterior cingulate and paracingulate gyri | LH anterior cingulate and paracingulate gyri | RH anterior cingulate and paracingulate gyri
anterior cingulate and supplementary motor cortex,Anterior cingulate and supplementary motor cortex (ACC/SMA),1,1.0,1,22.91,19,0.1153,1,Tha,Thalamus,Subcortical Nuclei,1.0,1.0,1,0.1154,1.0,0.03846,Anterior cingulate and supplementary motor cortex (ACC/SMA)
anterior cingulate ba 10,Lt. Anterior Cingulate (BA10),1,1.0,1,22.91,19,0.1153,1,CG,Cingulate Gyrus,Limbic Lobe,1.0,1.0,1,0.1154,1.0,0.03846,Lt. Anterior Cingulate (BA10)
anterior cingulate ba 24,Anterior Cingulate (BA 24),1,1.0,1,22.91,19,0.1153,1,CG,Cingulate Gyrus,Limbic Lobe,1.0,1.0,1,0.1154,1.0,0.03846,Anterior Cingulate (BA 24)
anterior cingulate ba 25,L Anterior cingulate (BA 25),1,1.0,1,22.91,19,0.1153,1,CG,Cingulate Gyrus,Limbic Lobe,1.0,1.0,1,0.1154,1.0,0.03846,L Anterior cingulate (BA 25)
anterior cingulate ba 32,Right anterior cingulate (BA 32),6,8.0,2,14.72,16,0.275,1,CG,Cingulate Gyrus,Limbic Lobe,5.0,5.0,5,0.275,0.625,0.025,Right anterior cingulate (BA 32) | Anterior Cingulate (BA 32) | L anterior cingulate BA 32 | Left anterior cingulate (BA 32) | R — Anterior cingulate (BA 32) | right anterior cingulate (BA32)
anterior cingulate ba 32,Right anterior cingulate (BA 32),6,8.0,2,14.72,16,0.275,2,SFG,Superior Frontal Gyrus,Frontal Lobe,3.0,3.0,3,0.175,0.375,0.025,Right anterior cingulate (BA 32) | Anterior Cingulate (BA 32) | L anterior cingulate BA 32 | Left anterior cingulate (BA 32) | R — Anterior cingulate (BA 32) | right anterior cingulate (BA32)
anterior cingulate ba 9 32,Lt. Anterior cingulate (BA 9/32),1,1.0,1,22.91,19,0.1153,1,CG,Cingulate Gyrus,Limbic Lobe,1.0,1.0,1,0.1154,1.0,0.03846,Lt. Anterior cingulate (BA 9/32)
anterior cingulate cl,Anterior Cingulate_CL,1,1.0,1,22.91,19,0.1153,1,CG,Cingulate Gyrus,Limbic Lobe,1.0,1.0,1,0.1154,1.0,0.03846,Anterior Cingulate_CL
anterior cingulate cortex,ACC,54,252.0,10,3.8,2,0.5851,1,CG,Cingulate Gyrus,Limbic Lobe,154.0,154.0,237,0.5852,0.6111,0.00189,ACC | Anterior cingulate cortex | Anterior Cingulate Cortex | L ACC | Right anterior cingulate cortex | anterior cingulate cortex | Left anterior cingulate cortex | L anterior cingulate cortex | Left ACC | Anterior cingulate cortex (ACC)
anterior cingulate cortex,ACC,54,252.0,10,3.8,2,0.5851,2,SFG,Superior Frontal Gyrus,Frontal Lobe,65.0,65.0,90,0.2481,0.2579,0.00189,ACC | Anterior cingulate cortex | Anterior Cingulate Cortex | L ACC | Right anterior cingulate cortex | anterior cingulate cortex | Left anterior cingulate cortex | L anterior cingulate cortex | Left ACC | Anterior cingulate cortex (ACC)
anterior cingulate cortex,ACC,54,252.0,10,3.8,2,0.5851,3,OrG,Orbital Gyrus,Frontal Lobe,14.0,14.0,16,0.0549,0.0556,0.00189,ACC | Anterior cingulate cortex | Anterior Cingulate Cortex | L ACC | Right anterior cingulate cortex | anterior cingulate cortex | Left anterior cingulate cortex | L anterior cingulate cortex | Left ACC | Anterior cingulate cortex (ACC)
anterior cingulate cortex,ACC,54,252.0,10,3.8,2,0.5851,4,BG,Basal Ganglia,Subcortical Nuclei,8.0,8.0,9,0.0322,0.0317,0.00189,ACC | Anterior cingulate cortex | Anterior Cingulate Cortex | L ACC | Right anterior cingulate cortex | anterior cingulate cortex | Left anterior cingulate cortex | L anterior cingulate cortex | Left ACC | Anterior cingulate cortex (ACC)
anterior cingulate cortex,ACC,54,252.0,10,3.8,2,0.5851,5,Tha,Thalamus,Subcortical Nuclei,6.0,6.0,6,0.0246,0.0238,0.00189,ACC | Anterior cingulate cortex | Anterior Cingulate Cortex | L ACC | Right anterior cingulate cortex | anterior cingulate cortex | Left anterior cingulate cortex | L anterior cingulate cortex | Left ACC | Anterior cingulate cortex (ACC)
anterior cingulate cortex,ACC,54,252.0,10,3.8,2,0.5851,6,FuG,Fusiform Gyrus,Temporal Lobe,1.0,1.0,1,0.0057,0.004,0.00189,ACC | Anterior cingulate cortex | Anterior Cingulate Cortex | L ACC | Right anterior cingulate cortex | anterior cingulate cortex | Left anterior cingulate cortex | L anterior cingulate cortex | Left ACC | Anterior cingulate cortex (ACC)
anterior cingulate cortex,ACC,54,252.0,10,3.8,2,0.5851,7,IFG,Inferior Frontal Gyrus,Frontal Lobe,1.0,1.0,1,0.0057,0.004,0.00189,ACC | Anterior cingulate cortex | Anterior Cingulate Cortex | L ACC | Right anterior cingulate cortex | anterior cingulate cortex | Left anterior cingulate cortex | L anterior cingulate cortex | Left ACC | Anterior cingulate cortex (ACC)
anterior cingulate cortex,ACC,54,252.0,10,3.8,2,0.5851,8,INS,Insular Gyrus,Insular Lobe,1.0,1.0,1,0.0057,0.004,0.00189,ACC | Anterior cingulate cortex | Anterior Cingulate Cortex | L ACC | Right anterior cingulate cortex | anterior cingulate cortex | Left anterior cingulate cortex | L anterior cingulate cortex | Left ACC | Anterior cingulate cortex (ACC)
anterior cingulate cortex,ACC,54,252.0,10,3.8,2,0.5851,9,MFG,Middle Frontal Gyrus,Frontal Lobe,1.0,1.0,1,0.0057,0.004,0.00189,ACC | Anterior cingulate cortex | Anterior Cingulate Cortex | L ACC | Right anterior cingulate cortex | anterior cingulate cortex | Left anterior cingulate cortex | L anterior cingulate cortex | Left ACC | Anterior cingulate cortex (ACC)
anterior cingulate cortex,ACC,54,252.0,10,3.8,2,0.5851,10,PrG,Precentral Gyrus,Frontal Lobe,1.0,1.0,1,0.0057,0.004,0.00189,ACC | Anterior cingulate cortex | Anterior Cingulate Cortex | L ACC | Right anterior cingulate cortex | anterior cingulate cortex | Left anterior cingulate cortex | L anterior cingulate cortex | Left ACC | Anterior cingulate cortex (ACC)
anterior cingulate cortex 11 32,Anterior cingulate cortex (11/32),1,1.0,1,22.91,19,0.1153,1,CG,Cingulate Gyrus,Limbic Lobe,1.0,1.0,1,0.1154,1.0,0.03846,Anterior cingulate cortex (11/32)
anterior cingulate cortex 24 32,Anterior cingulate cortex (24/32),1,1.0,1,22.91,19,0.1153,1,CG,Cingulate Gyrus,Limbic Lobe,1.0,1.0,2,0.1154,1.0,0.03846,Anterior cingulate cortex (24/32)
anterior cingulate cortex 32,Anterior cingulate cortex (32),1,2.0,2,22.13,19,0.1071,1,SFG,Superior Frontal Gyrus,Frontal Lobe,1.0,1.0,3,0.1071,0.5,0.03571,Anterior cingulate cortex (32)
anterior cingulate cortex 32,Anterior cingulate cortex (32),1,2.0,2,22.13,19,0.1071,2,CG,Cingulate Gyrus,Limbic Lobe,1.0,1.0,1,0.1071,0.5,0.03571,Anterior cingulate cortex (32)
anterior cingulate cortex and,Anterior_Cingulate_Cortex_L&R,2,1.0,1,22.91,19,0.1153,1,CG,Cingulate Gyrus,Limbic Lobe,1.0,1.0,2,0.1154,1.0,0.03846,Anterior_Cingulate_Cortex_L&R | Anterior_cingulate_cortex_L&R
anterior cingulate cortex ba 24,Anterior cingulate cortex (BA 24),4,4.0,1,17.24,18,0.2815,1,CG,Cingulate Gyrus,Limbic Lobe,4.0,4.0,4,0.2812,1.0,0.03125,Anterior cingulate cortex (BA 24) | Left Anterior cingulate cortex (BA 24)** | Left anterior cingulate cortex (BA 24) | Right anterior cingulate cortex (BA 24)
anterior cingulate cortex ba 24 32,"Anterior Cingulate Cortex (BA24,32)",1,1.0,1,22.91,19,0.1153,1,CG,Cingulate Gyrus,Limbic Lobe,1.0,1.0,1,0.1154,1.0,0.03846,"Anterior Cingulate Cortex (BA24,32)"
anterior cingulate cortex ba 32,Anterior cingulate cortex (BA 32),2,3.0,3,21.57,18,0.1001,1,CG,Cingulate Gyrus,Limbic Lobe,1.0,1.0,1,0.1,0.3333,0.03333,Anterior cingulate cortex (BA 32) | Left anterior cingulate cortex (BA 32)
anterior cingulate cortex ba 32,Anterior cingulate cortex (BA 32),2,3.0,3,21.57,18,0.1001,2,OrG,Orbital Gyrus,Frontal Lobe,1.0,1.0,1,0.1,0.3333,0.03333,Anterior cingulate cortex (BA 32) | Left anterior cingulate cortex (BA 32)
anterior cingulate cortex ba 32,Anterior cingulate cortex (BA 32),2,3.0,3,21.57,18,0.1001,3,SFG,Superior Frontal Gyrus,Frontal Lobe,1.0,1.0,1,0.1,0.3333,0.03333,Anterior cingulate cortex (BA 32) | Left anterior cingulate cortex (BA 32)
anterior cingulate cortex ba 33,Right Anterior Cingulate Cortex BA33,1,1.0,1,22.91,19,0.1153,1,BG,Basal Ganglia,Subcortical Nuclei,1.0,1.0,1,0.1154,1.0,0.03846,Right Anterior Cingulate Cortex BA33
anterior cingulate cortex wm,R-anterior cingulate cortex WM,1,1.0,1,22.91,19,0.1153,1,SFG,Superior Frontal Gyrus,Frontal Lobe,1.0,1.0,1,0.1154,1.0,0.03846,R-anterior cingulate cortex WM
anterior cingulate cortex4,Anterior cingulate cortex4,1,1.0,1,22.91,19,0.1153,1,CG,Cingulate Gyrus,Limbic Lobe,1.0,1.0,1,0.1154,1.0,0.03846,Anterior cingulate cortex4
anterior cingulate g,anterior cingulate g.,1,1.0,1,22.91,19,0.1153,1,CG,Cingulate Gyrus,Limbic Lobe,1.0,1.0,1,0.1154,1.0,0.03846,anterior cingulate g.
anterior cingulate g ba 32,Anterior cingulate G. (BA 32),1,1.0,1,22.91,19,0.1153,1,CG,Cingulate Gyrus,Limbic Lobe,1.0,1.0,1,0.1154,1.0,0.03846,Anterior cingulate G. (BA 32)
anterior cingulate gyrus,Anterior cingulate gyrus,29,80.0,5,4.51,2,0.5819,1,CG,Cingulate Gyrus,Limbic Lobe,53.0,53.0,75,0.5815,0.6625,0.00543,Anterior cingulate gyrus | L anterior cingulate gyrus | Left anterior cingulate gyrus | Right anterior cingulate gyrus | L. Anterior cingulate gyrus | Anterior Cingulate Gyrus | Anterior cingulate gyrus??? | R anterior cingulate gyrus | R. Anterior cingulate gyrus | /anterior cingulate gyrus
anterior cingulate gyrus,Anterior cingulate gyrus,29,80.0,5,4.51,2,0.5819,2,SFG,Superior Frontal Gyrus,Frontal Lobe,20.0,20.0,24,0.2228,0.25,0.00543,Anterior cingulate gyrus | L anterior cingulate gyrus | Left anterior cingulate gyrus | Right anterior cingulate gyrus | L. Anterior cingulate gyrus | Anterior Cingulate Gyrus | Anterior cingulate gyrus??? | R anterior cingulate gyrus | R. Anterior cingulate gyrus | /anterior cingulate gyrus
anterior cingulate gyrus,Anterior cingulate gyrus,29,80.0,5,4.51,2,0.5819,3,OrG,Orbital Gyrus,Frontal Lobe,3.0,3.0,3,0.038,0.0375,0.00543,Anterior cingulate gyrus | L anterior cingulate gyrus | Left anterior cingulate gyrus | Right anterior cingulate gyrus | L. Anterior cingulate gyrus | Anterior Cingulate Gyrus | Anterior cingulate gyrus??? | R anterior cingulate gyrus | R. Anterior cingulate gyrus | /anterior cingulate gyrus
anterior cingulate gyrus,Anterior cingulate gyrus,29,80.0,5,4.51,2,0.5819,4,BG,Basal Ganglia,Subcortical Nuclei,2.0,2.0,2,0.0272,0.025,0.00543,Anterior cingulate gyrus | L anterior cingulate gyrus | Left anterior cingulate gyrus | Right anterior cingulate gyrus | L. Anterior cingulate gyrus | Anterior Cingulate Gyrus | Anterior cingulate gyrus??? | R anterior cingulate gyrus | R. Anterior cingulate gyrus | /anterior cingulate gyrus
