lit_name,lit_surface_top,lit_n_surface,bna_L2_abbr,bna_L2_name,k_papers,n_observed,n_support,eff_n,n80,top1_p,rank,bna_L3_code,bna_area_abbr,bna_area_name,bna_label_id_L,bna_label_id_R,n_papers,n_papers_raw,n_coords,p,p_raw,p_unobserved
pre supplementary motor area,Pre-supplementary motor area,8,SFG,Superior Frontal Gyrus,15.0,2,7,3.22,2,0.5677,1,SFG_L(R)_7_1,A8m,medial area 8,1,2,10.0,10.0,11,0.5676,0.6667,0.02703
pre supplementary motor area,Pre-supplementary motor area,8,SFG,Superior Frontal Gyrus,15.0,2,7,3.22,2,0.5677,2,SFG_L(R)_7_5,A6m,medial area 6,9,10,5.0,5.0,7,0.2973,0.3333,0.02703
pre supplementary motor area ba 6,Pre-supplementary motor area (BA 6),1,SFG,Superior Frontal Gyrus,1.0,1,7,6.24,6,0.3333,1,SFG_L(R)_7_1,A8m,medial area 8,1,2,1.0,1.0,2,0.3333,1.0,0.11111
pre supplementary motor area ba 6 8,Pre-Supplementary Motor Area (BA 6/8),1,SFG,Superior Frontal Gyrus,1.0,1,7,6.24,6,0.3333,1,SFG_L(R)_7_1,A8m,medial area 8,1,2,1.0,1.0,1,0.3333,1.0,0.11111
pre supplementary motor cortex,pre-Supplementary Motor Cortex,1,BG,Basal Ganglia,1.0,1,6,5.3,5,0.375,1,BG_L(R)_6_5,dCa,dorsal caudate,227,228,1.0,1.0,1,0.375,1.0,0.125
prea,Left PREa,2,Pcun,Precuneus,1.0,1,4,3.46,3,0.5,1,PCun_L(R)_4_4,A31,area 31 (Lc1),153,154,1.0,1.0,2,0.5,1.0,0.16667
prec,Left Prec,2,CG,Cingulate Gyrus,1.0,1,7,6.24,6,0.3333,1,CG_L(R)_7_1,A23d,dorsal area 23,175,176,1.0,1.0,1,0.3333,1.0,0.11111
prec,Left Prec,2,Pcun,Precuneus,1.0,1,4,3.46,3,0.5,1,PCun_L(R)_4_4,A31,area 31 (Lc1),153,154,1.0,1.0,2,0.5,1.0,0.16667
prec gyr,Prec. gyr.,1,PoG,Postcentral Gyrus,1.0,1,4,3.46,3,0.5,1,PoG_L(R)_4_1,A1/2/3ulhf,"area 1/2/3(upper limb, head and face region)",155,156,1.0,1.0,1,0.5,1.0,0.16667
prec gyrus,Prec. gyrus,1,PrG,Precentral Gyrus,1.0,1,6,5.3,5,0.375,1,PrG_L(R)_6_2,A6cdl,caudal dorsolateral area 6,55,56,1.0,1.0,1,0.375,1.0,0.125
precenrtal g,Precenrtal G(R),1,PrG,Precentral Gyrus,1.0,1,6,5.3,5,0.375,1,PrG_L(R)_6_6,A6cvl,caudal ventrolateral area 6,63,64,1.0,1.0,1,0.375,1.0,0.125
precent,L precent,2,PrG,Precentral Gyrus,2.0,2,6,5.17,4,0.3,1,PrG_L(R)_6_1,A4hf,area 4(head and face region),53,54,1.0,1.0,1,0.3,0.5,0.1
precent,L precent,2,PrG,Precentral Gyrus,2.0,2,6,5.17,4,0.3,2,PrG_L(R)_6_3,A4ul,area 4(upper limb region),57,58,1.0,1.0,1,0.3,0.5,0.1
precental gyrus,Precental gyrus,6,PoG,Postcentral Gyrus,3.0,2,4,3.22,2,0.5,1,PoG_L(R)_4_1,A1/2/3ulhf,"area 1/2/3(upper limb, head and face region)",155,156,2.0,2.0,2,0.5,0.6667,0.1
precental gyrus,Precental gyrus,6,PoG,Postcentral Gyrus,3.0,2,4,3.22,2,0.5,2,PoG_L(R)_4_3,A2,area 2,159,160,1.0,1.0,1,0.3,0.3333,0.1
precental gyrus,Precental gyrus,6,PrG,Precentral Gyrus,8.0,4,6,4.73,4,0.3181,1,PrG_L(R)_6_2,A6cdl,caudal dorsolateral area 6,55,56,3.0,3.0,3,0.3182,0.375,0.04545
precental gyrus,Precental gyrus,6,PrG,Precentral Gyrus,8.0,4,6,4.73,4,0.3181,2,PrG_L(R)_6_6,A6cvl,caudal ventrolateral area 6,63,64,3.0,3.0,3,0.3182,0.375,0.04545
precental gyrus,Precental gyrus,6,PrG,Precentral Gyrus,8.0,4,6,4.73,4,0.3181,3,PrG_L(R)_6_4,A4t,area 4(trunk region),59,60,1.0,1.0,1,0.1364,0.125,0.04545
precental gyrus,Precental gyrus,6,PrG,Precentral Gyrus,8.0,4,6,4.73,4,0.3181,4,PrG_L(R)_6_5,A4tl,area 4(tongue and larynx region),61,62,1.0,1.0,1,0.1364,0.125,0.04545
precentr gy,Precentr. Gy.,1,PoG,Postcentral Gyrus,1.0,1,4,3.46,3,0.5,1,PoG_L(R)_4_1,A1/2/3ulhf,"area 1/2/3(upper limb, head and face region)",155,156,1.0,1.0,1,0.5,1.0,0.16667
precentr gy,Precentr. Gy.,1,PrG,Precentral Gyrus,1.0,1,6,5.3,5,0.375,1,PrG_L(R)_6_3,A4ul,area 4(upper limb region),57,58,1.0,1.0,1,0.375,1.0,0.125
precentral,Precentral,24,IFG,Inferior Frontal Gyrus,2.0,1,6,4.47,4,0.5,1,IFG_L(R)_6_1,A44d,dorsal area 44,29,30,2.0,2.0,2,0.5,1.0,0.1
precentral,Precentral,24,INS,Insular Gyrus,2.0,2,6,5.17,4,0.3,1,INS_L(R)_6_1,G,hypergranular insula,163,164,1.0,1.0,1,0.3,0.5,0.1
precentral,Precentral,24,INS,Insular Gyrus,2.0,2,6,5.17,4,0.3,2,INS_L(R)_6_5,dIg,dorsal granular insula,171,172,1.0,1.0,1,0.3,0.5,0.1
precentral,Precentral,24,MFG,Middle Frontal Gyrus,15.0,2,7,3.31,2,0.5136,1,MFG_L(R)_7_2,IFJ,inferior frontal junction,17,18,9.0,9.0,10,0.5135,0.6,0.02703
precentral,Precentral,24,MFG,Middle Frontal Gyrus,15.0,2,7,3.31,2,0.5136,2,MFG_L(R)_7_6,A6vl,ventrolateral area 6,25,26,6.0,6.0,6,0.3514,0.4,0.02703
precentral,Precentral,24,PoG,Postcentral Gyrus,12.0,3,4,2.74,2,0.6072,1,PoG_L(R)_4_1,A1/2/3ulhf,"area 1/2/3(upper limb, head and face region)",155,156,8.0,8.0,11,0.6071,0.6667,0.03571
precentral,Precentral,24,PoG,Postcentral Gyrus,12.0,3,4,2.74,2,0.6072,2,PoG_L(R)_4_4,A1/2/3tru,area 1/2/3(trunk region),161,162,3.0,3.0,3,0.25,0.25,0.03571
precentral,Precentral,24,PoG,Postcentral Gyrus,12.0,3,4,2.74,2,0.6072,3,PoG_L(R)_4_2,A1/2/3tonIa,area 1/2/3(tongue and larynx region),157,158,1.0,1.0,1,0.1071,0.0833,0.03571
precentral,Precentral,24,PrG,Precentral Gyrus,65.0,6,6,5.37,4,0.2574,1,PrG_L(R)_6_6,A6cvl,caudal ventrolateral area 6,63,64,17.0,17.0,26,0.2574,0.2615,0.00735
precentral,Precentral,24,PrG,Precentral Gyrus,65.0,6,6,5.37,4,0.2574,2,PrG_L(R)_6_2,A6cdl,caudal dorsolateral area 6,55,56,16.0,16.0,22,0.2426,0.2462,0.00735
precentral,Precentral,24,PrG,Precentral Gyrus,65.0,6,6,5.37,4,0.2574,3,PrG_L(R)_6_1,A4hf,area 4(head and face region),53,54,15.0,15.0,18,0.2279,0.2308,0.00735
precentral,Precentral,24,PrG,Precentral Gyrus,65.0,6,6,5.37,4,0.2574,4,PrG_L(R)_6_3,A4ul,area 4(upper limb region),57,58,7.0,7.0,9,0.1103,0.1077,0.00735
precentral,Precentral,24,PrG,Precentral Gyrus,65.0,6,6,5.37,4,0.2574,5,PrG_L(R)_6_4,A4t,area 4(trunk region),59,60,5.0,5.0,9,0.0809,0.0769,0.00735
precentral,Precentral,24,PrG,Precentral Gyrus,65.0,6,6,5.37,4,0.2574,6,PrG_L(R)_6_5,A4tl,area 4(tongue and larynx region),61,62,5.0,5.0,6,0.0809,0.0769,0.00735
precentral,Precentral,24,SFG,Superior Frontal Gyrus,2.0,2,7,6.04,5,0.2727,1,SFG_L(R)_7_2,A8dl,dorsolateral area 8,3,4,1.0,1.0,1,0.2727,0.5,0.09091
precentral,Precentral,24,SFG,Superior Frontal Gyrus,2.0,2,7,6.04,5,0.2727,2,SFG_L(R)_7_5,A6m,medial area 6,9,10,1.0,1.0,1,0.2727,0.5,0.09091
precentral,Precentral,24,STG,Superior Temporal Gyrus,3.0,2,6,4.66,4,0.4167,1,STG_L(R)_6_3,TE1.0 and TE1.2,TE1.0 and TE1.2,73,74,2.0,2.0,2,0.4167,0.6667,0.08333
precentral,Precentral,24,STG,Superior Temporal Gyrus,3.0,2,6,4.66,4,0.4167,2,STG_L(R)_6_4,A22c,caudal area 22,75,76,1.0,1.0,1,0.25,0.3333,0.08333
precentral,Precentral,24,Tha,Thalamus,2.0,2,8,6.93,6,0.2501,1,Tha_L(R)_8_5,PPtha,posterior parietal thalamus,239,240,1.0,1.0,1,0.25,0.5,0.08333
precentral,Precentral,24,Tha,Thalamus,2.0,2,8,6.93,6,0.2501,2,Tha_L(R)_8_8,lPFtha,lateral pre-frontal thalamus,245,246,1.0,1.0,1,0.25,0.5,0.08333
precentral and inferior frontal gyrus,Precentral and inferior frontal gyrus,1,MFG,Middle Frontal Gyrus,1.0,1,7,6.24,6,0.3333,1,MFG_L(R)_7_2,IFJ,inferior frontal junction,17,18,1.0,1.0,1,0.3333,1.0,0.11111
precentral and inferior frontal gyrus,Precentral and inferior frontal gyrus,1,PrG,Precentral Gyrus,1.0,1,6,5.3,5,0.375,1,PrG_L(R)_6_6,A6cvl,caudal ventrolateral area 6,63,64,1.0,1.0,1,0.375,1.0,0.125
precentral and middle frontal gyrus,Precentral and middle frontal gyrus,1,PrG,Precentral Gyrus,1.0,1,6,5.3,5,0.375,1,PrG_L(R)_6_6,A6cvl,caudal ventrolateral area 6,63,64,1.0,1.0,1,0.375,1.0,0.125
precentral and postcentral gyrus,L Precentral and postcentral gyri,2,PrG,Precentral Gyrus,1.0,1,6,5.3,5,0.375,1,PrG_L(R)_6_1,A4hf,area 4(head and face region),53,54,1.0,1.0,1,0.375,1.0,0.125
precentral and postcentral gyrus,L Precentral and postcentral gyri,2,STG,Superior Temporal Gyrus,1.0,1,6,5.3,5,0.375,1,STG_L(R)_6_3,TE1.0 and TE1.2,TE1.0 and TE1.2,73,74,1.0,1.0,1,0.375,1.0,0.125
precentral and postcentral gyrus 4 1 2 3,"Left precentral and postcentral gyri (4, 1, 2, 3)",1,PrG,Precentral Gyrus,1.0,1,6,5.3,5,0.375,1,PrG_L(R)_6_1,A4hf,area 4(head and face region),53,54,1.0,1.0,1,0.375,1.0,0.125
precentral ba 44,L Precentral (BA 44),1,PrG,Precentral Gyrus,1.0,1,6,5.3,5,0.375,1,PrG_L(R)_6_6,A6cvl,caudal ventrolateral area 6,63,64,1.0,1.0,1,0.375,1.0,0.125
precentral ba 6,R Precentral (BA 6),1,PrG,Precentral Gyrus,1.0,1,6,5.3,5,0.375,1,PrG_L(R)_6_2,A6cdl,caudal dorsolateral area 6,55,56,1.0,1.0,1,0.375,1.0,0.125
precentral cortex,Precentral cortex,10,BG,Basal Ganglia,1.0,1,6,5.3,5,0.375,1,BG_L(R)_6_6,dlPu,dorsolateral putamen,229,230,1.0,1.0,1,0.375,1.0,0.125
precentral cortex,Precentral cortex,10,IFG,Inferior Frontal Gyrus,1.0,1,6,5.3,5,0.375,1,IFG_L(R)_6_1,A44d,dorsal area 44,29,30,1.0,1.0,1,0.375,1.0,0.125
precentral cortex,Precentral cortex,10,INS,Insular Gyrus,1.0,1,6,5.3,5,0.375,1,INS_L(R)_6_5,dIg,dorsal granular insula,171,172,1.0,1.0,1,0.375,1.0,0.125
precentral cortex,Precentral cortex,10,IPL,Inferior Parietal Lobule,1.0,1,6,5.3,5,0.375,1,IPL_L(R)_6_6,A40rv,rostroventral area 40(PFop),145,146,1.0,1.0,1,0.375,1.0,0.125
precentral cortex,Precentral cortex,10,MFG,Middle Frontal Gyrus,1.0,1,7,6.24,6,0.3333,1,MFG_L(R)_7_3,A46,area 46,19,20,1.0,1.0,1,0.3333,1.0,0.11111
precentral cortex,Precentral cortex,10,PoG,Postcentral Gyrus,2.0,1,4,2.93,3,0.625,1,PoG_L(R)_4_1,A1/2/3ulhf,"area 1/2/3(upper limb, head and face region)",155,156,2.0,2.0,2,0.625,1.0,0.125
precentral cortex,Precentral cortex,10,PrG,Precentral Gyrus,8.0,5,6,5.44,4,0.2273,1,PrG_L(R)_6_1,A4hf,area 4(head and face region),53,54,2.0,2.0,2,0.2273,0.25,0.04545
precentral cortex,Precentral cortex,10,PrG,Precentral Gyrus,8.0,5,6,5.44,4,0.2273,2,PrG_L(R)_6_2,A6cdl,caudal dorsolateral area 6,55,56,2.0,2.0,2,0.2273,0.25,0.04545
precentral cortex,Precentral cortex,10,PrG,Precentral Gyrus,8.0,5,6,5.44,4,0.2273,3,PrG_L(R)_6_3,A4ul,area 4(upper limb region),57,58,2.0,2.0,2,0.2273,0.25,0.04545
precentral cortex,Precentral cortex,10,PrG,Precentral Gyrus,8.0,5,6,5.44,4,0.2273,4,PrG_L(R)_6_5,A4tl,area 4(tongue and larynx region),61,62,1.0,1.0,1,0.1364,0.125,0.04545
precentral cortex,Precentral cortex,10,PrG,Precentral Gyrus,8.0,5,6,5.44,4,0.2273,5,PrG_L(R)_6_6,A6cvl,caudal ventrolateral area 6,63,64,1.0,1.0,1,0.1364,0.125,0.04545
precentral cortex,Precentral cortex,10,STG,Superior Temporal Gyrus,1.0,1,6,5.3,5,0.375,1,STG_L(R)_6_3,TE1.0 and TE1.2,TE1.0 and TE1.2,73,74,1.0,1.0,1,0.375,1.0,0.125
precentral frontal gyrus,R Precentral Frontal Gyrus,1,PrG,Precentral Gyrus,1.0,1,6,5.3,5,0.375,1,PrG_L(R)_6_6,A6cvl,caudal ventrolateral area 6,63,64,1.0,1.0,1,0.375,1.0,0.125
precentral g,L precentral G,11,MFG,Middle Frontal Gyrus,6.0,3,7,5.11,4,0.3684,1,MFG_L(R)_7_6,A6vl,ventrolateral area 6,25,26,3.0,3.0,3,0.3684,0.5,0.05263
precentral g,L precentral G,11,MFG,Middle Frontal Gyrus,6.0,3,7,5.11,4,0.3684,2,MFG_L(R)_7_2,IFJ,inferior frontal junction,17,18,2.0,2.0,3,0.2632,0.3333,0.05263
precentral g,L precentral G,11,MFG,Middle Frontal Gyrus,6.0,3,7,5.11,4,0.3684,3,MFG_L(R)_7_5,A8vl,ventrolateral area 8,23,24,1.0,1.0,1,0.1579,0.1667,0.05263
precentral g,L precentral G,11,PoG,Postcentral Gyrus,1.0,1,4,3.46,3,0.5,1,PoG_L(R)_4_4,A1/2/3tru,area 1/2/3(trunk region),161,162,1.0,1.0,1,0.5,1.0,0.16667
precentral g,L precentral G,11,PrG,Precentral Gyrus,12.0,3,6,4.09,3,0.3667,1,PrG_L(R)_6_1,A4hf,area 4(head and face region),53,54,5.0,5.0,5,0.3667,0.4167,0.03333
precentral g,L precentral G,11,PrG,Precentral Gyrus,12.0,3,6,4.09,3,0.3667,2,PrG_L(R)_6_2,A6cdl,caudal dorsolateral area 6,55,56,4.0,4.0,4,0.3,0.3333,0.03333
precentral g,L precentral G,11,PrG,Precentral Gyrus,12.0,3,6,4.09,3,0.3667,3,PrG_L(R)_6_6,A6cvl,caudal ventrolateral area 6,63,64,3.0,3.0,3,0.2333,0.25,0.03333
precentral g,L precentral G,11,SFG,Superior Frontal Gyrus,1.0,1,7,6.24,6,0.3333,1,SFG_L(R)_7_1,A8m,medial area 8,1,2,1.0,1.0,1,0.3333,1.0,0.11111
precentral g ba 6,Precentral G. (BA 6),2,PrG,Precentral Gyrus,2.0,2,6,5.17,4,0.3,1,PrG_L(R)_6_2,A6cdl,caudal dorsolateral area 6,55,56,1.0,1.0,2,0.3,0.5,0.1
precentral g ba 6,Precentral G. (BA 6),2,PrG,Precentral Gyrus,2.0,2,6,5.17,4,0.3,2,PrG_L(R)_6_6,A6cvl,caudal ventrolateral area 6,63,64,1.0,1.0,1,0.3,0.5,0.1
precentral g ba 9,Precentral G. (BA 9),1,MFG,Middle Frontal Gyrus,1.0,1,7,6.24,6,0.3333,1,MFG_L(R)_7_5,A8vl,ventrolateral area 8,23,24,1.0,1.0,1,0.3333,1.0,0.11111
precentral gryus,Precentral Gryus,2,PoG,Postcentral Gyrus,1.0,1,4,3.46,3,0.5,1,PoG_L(R)_4_3,A2,area 2,159,160,1.0,1.0,1,0.5,1.0,0.16667
precentral gryus,Precentral Gryus,2,PrG,Precentral Gyrus,1.0,1,6,5.3,5,0.375,1,PrG_L(R)_6_1,A4hf,area 4(head and face region),53,54,1.0,1.0,1,0.375,1.0,0.125
precentral gy,Precentral Gy,2,PrG,Precentral Gyrus,4.0,4,6,5.46,4,0.2143,1,PrG_L(R)_6_2,A6cdl,caudal dorsolateral area 6,55,56,1.0,1.0,2,0.2143,0.25,0.07143
precentral gy,Precentral Gy,2,PrG,Precentral Gyrus,4.0,4,6,5.46,4,0.2143,2,PrG_L(R)_6_1,A4hf,area 4(head and face region),53,54,1.0,1.0,1,0.2143,0.25,0.07143
precentral gy,Precentral Gy,2,PrG,Precentral Gyrus,4.0,4,6,5.46,4,0.2143,3,PrG_L(R)_6_3,A4ul,area 4(upper limb region),57,58,1.0,1.0,1,0.2143,0.25,0.07143
precentral gy,Precentral Gy,2,PrG,Precentral Gyrus,4.0,4,6,5.46,4,0.2143,4,PrG_L(R)_6_6,A6cvl,caudal ventrolateral area 6,63,64,1.0,1.0,1,0.2143,0.25,0.07143
precentral gyr,Precentral Gyr,2,PrG,Precentral Gyrus,3.0,3,6,5.26,4,0.25,1,PrG_L(R)_6_2,A6cdl,caudal dorsolateral area 6,55,56,1.0,1.0,1,0.25,0.3333,0.08333
precentral gyr,Precentral Gyr,2,PrG,Precentral Gyrus,3.0,3,6,5.26,4,0.25,2,PrG_L(R)_6_4,A4t,area 4(trunk region),59,60,1.0,1.0,1,0.25,0.3333,0.08333
precentral gyr,Precentral Gyr,2,PrG,Precentral Gyrus,3.0,3,6,5.26,4,0.25,3,PrG_L(R)_6_6,A6cvl,caudal ventrolateral area 6,63,64,1.0,1.0,1,0.25,0.3333,0.08333
precentral gyrus,Precentral gyrus,101,BG,Basal Ganglia,10.0,4,6,3.73,3,0.5768,1,BG_L(R)_6_6,dlPu,dorsolateral putamen,229,230,7.0,7.0,8,0.5769,0.7,0.03846
precentral gyrus,Precentral gyrus,101,BG,Basal Ganglia,10.0,4,6,3.73,3,0.5768,2,BG_L(R)_6_2,GP,globus pallidus,221,222,1.0,1.0,2,0.1154,0.1,0.03846
precentral gyrus,Precentral gyrus,101,BG,Basal Ganglia,10.0,4,6,3.73,3,0.5768,3,BG_L(R)_6_1,vCa,ventral caudate,219,220,1.0,1.0,1,0.1154,0.1,0.03846
precentral gyrus,Precentral gyrus,101,BG,Basal Ganglia,10.0,4,6,3.73,3,0.5768,4,BG_L(R)_6_5,dCa,dorsal caudate,227,228,1.0,1.0,1,0.1154,0.1,0.03846
precentral gyrus,Precentral gyrus,101,CG,Cingulate Gyrus,3.0,3,7,6.08,5,0.2308,1,CG_L(R)_7_4,A23v,ventral area 23,181,182,1.0,1.0,1,0.2308,0.3333,0.07692
precentral gyrus,Precentral gyrus,101,CG,Cingulate Gyrus,3.0,3,7,6.08,5,0.2308,2,CG_L(R)_7_5,A24cd,caudodorsal area 24,183,184,1.0,1.0,1,0.2308,0.3333,0.07692
precentral gyrus,Precentral gyrus,101,CG,Cingulate Gyrus,3.0,3,7,6.08,5,0.2308,3,CG_L(R)_7_7,A32sg,subgenual area 32,187,188,1.0,1.0,1,0.2308,0.3333,0.07692
precentral gyrus,Precentral gyrus,101,FuG,Fusiform Gyrus,1.0,1,3,2.59,2,0.6,1,FuG_L(R)_3_1,A20rv,rostroventral area 20,103,104,1.0,1.0,1,0.6,1.0,0.2
precentral gyrus,Precentral gyrus,101,IFG,Inferior Frontal Gyrus,16.0,3,6,3.22,3,0.6053,1,IFG_L(R)_6_6,A44v,ventral area 44,39,40,11.0,11.0,12,0.6053,0.6875,0.02632
precentral gyrus,Precentral gyrus,101,IFG,Inferior Frontal Gyrus,16.0,3,6,3.22,3,0.6053,2,IFG_L(R)_6_1,A44d,dorsal area 44,29,30,3.0,3.0,3,0.1842,0.1875,0.02632
precentral gyrus,Precentral gyrus,101,IFG,Inferior Frontal Gyrus,16.0,3,6,3.22,3,0.6053,3,IFG_L(R)_6_5,A44op,opercular area 44,37,38,2.0,2.0,3,0.1316,0.125,0.02632
precentral gyrus,Precentral gyrus,101,INS,Insular Gyrus,20.0,3,6,3.45,3,0.5001,1,INS_L(R)_6_6,dId,dorsal dysgranular insula,173,174,11.0,11.0,11,0.5,0.55,0.02174
precentral gyrus,Precentral gyrus,101,INS,Insular Gyrus,20.0,3,6,3.45,3,0.5001,2,INS_L(R)_6_5,dIg,dorsal granular insula,171,172,6.0,6.0,7,0.2826,0.3,0.02174
precentral gyrus,Precentral gyrus,101,INS,Insular Gyrus,20.0,3,6,3.45,3,0.5001,3,INS_L(R)_6_1,G,hypergranular insula,163,164,3.0,3.0,3,0.1522,0.15,0.02174
precentral gyrus,Precentral gyrus,101,IPL,Inferior Parietal Lobule,6.0,2,6,3.46,3,0.611,1,IPL_L(R)_6_6,A40rv,rostroventral area 40(PFop),145,146,5.0,5.0,6,0.6111,0.8333,0.05556
precentral gyrus,Precentral gyrus,101,IPL,Inferior Parietal Lobule,6.0,2,6,3.46,3,0.611,2,IPL_L(R)_6_3,A40rd,rostrodorsal area 40(PFt),139,140,1.0,1.0,1,0.1667,0.1667,0.05556
precentral gyrus,Precentral gyrus,101,ITG,Inferior Temporal Gyrus,2.0,1,7,5.29,5,0.4545,1,ITG_L(R)_7_3,A20r,rostral area 20,93,94,2.0,2.0,2,0.4545,1.0,0.09091
precentral gyrus,Precentral gyrus,101,LOcC,lateral Occipital Cortex,1.0,1,6,5.3,5,0.375,1,LOcC_L(R)_4_4,iOccG,inferior occipital gyrus,205,206,1.0,1.0,1,0.375,1.0,0.125
precentral gyrus,Precentral gyrus,101,MFG,Middle Frontal Gyrus,70.0,6,7,3.62,2,0.483,1,MFG_L(R)_7_2,IFJ,inferior frontal junction,17,18,35.0,35.0,42,0.483,0.5,0.0068
precentral gyrus,Precentral gyrus,101,MFG,Middle Frontal Gyrus,70.0,6,7,3.62,2,0.483,2,MFG_L(R)_7_6,A6vl,ventrolateral area 6,25,26,23.0,23.0,25,0.3197,0.3286,0.0068
precentral gyrus,Precentral gyrus,101,MFG,Middle Frontal Gyrus,70.0,6,7,3.62,2,0.483,3,MFG_L(R)_7_5,A8vl,ventrolateral area 8,23,24,7.0,7.0,9,0.102,0.1,0.0068
precentral gyrus,Precentral gyrus,101,MFG,Middle Frontal Gyrus,70.0,6,7,3.62,2,0.483,4,MFG_L(R)_7_1,A9/46d,dorsal area 9/46,15,16,3.0,3.0,3,0.0476,0.0429,0.0068
precentral gyrus,Precentral gyrus,101,MFG,Middle Frontal Gyrus,70.0,6,7,3.62,2,0.483,5,MFG_L(R)_7_3,A46,area 46,19,20,1.0,1.0,2,0.0204,0.0143,0.0068
precentral gyrus,Precentral gyrus,101,MFG,Middle Frontal Gyrus,70.0,6,7,3.62,2,0.483,6,MFG_L(R)_7_7,A10l,lateral area 10,27,28,1.0,1.0,1,0.0204,0.0143,0.0068
precentral gyrus,Precentral gyrus,101,MVOcC,MedioVentral Occipital Cortex,1.0,1,5,4.37,4,0.4285,1,MVOcC_L(R)_5_5,vmPOS,ventromedial parietooccipital sulcus,197,198,1.0,1.0,1,0.4286,1.0,0.14286
precentral gyrus,Precentral gyrus,101,PCL,Paracentral Lobule,11.0,2,2,1.94,2,0.625,1,PCL_L(R)_2_1,A1/2/3ll,area 1/2/3 (lower limb region),65,66,7.0,7.0,8,0.625,0.6364,0.04167
precentral gyrus,Precentral gyrus,101,PCL,Paracentral Lobule,11.0,2,2,1.94,2,0.625,2,PCL_L(R)_2_2,A4ll,area 4 (lower limb region),67,68,4.0,4.0,4,0.375,0.3636,0.04167
precentral gyrus,Precentral gyrus,101,PhG,Parahippocampal Gyrus,1.0,1,6,5.3,5,0.375,1,PhG_L(R)_6_2,A35/36c,caudal area 35/36,111,112,1.0,1.0,1,0.375,1.0,0.125
precentral gyrus,Precentral gyrus,101,PoG,Postcentral Gyrus,98.0,4,4,2.91,3,0.625,1,PoG_L(R)_4_1,A1/2/3ulhf,"area 1/2/3(upper limb, head and face region)",155,156,62.0,62.0,72,0.625,0.6327,0.005
precentral gyrus,Precentral gyrus,101,PoG,Postcentral Gyrus,98.0,4,4,2.91,3,0.625,2,PoG_L(R)_4_2,A1/2/3tonIa,area 1/2/3(tongue and larynx region),157,158,14.0,14.0,17,0.145,0.1429,0.005
precentral gyrus,Precentral gyrus,101,PoG,Postcentral Gyrus,98.0,4,4,2.91,3,0.625,3,PoG_L(R)_4_4,A1/2/3tru,area 1/2/3(trunk region),161,162,13.0,13.0,14,0.135,0.1327,0.005
precentral gyrus,Precentral gyrus,101,PoG,Postcentral Gyrus,98.0,4,4,2.91,3,0.625,4,PoG_L(R)_4_3,A2,area 2,159,160,9.0,9.0,10,0.095,0.0918,0.005
precentral gyrus,Precentral gyrus,101,PrG,Precentral Gyrus,475.0,6,6,5.13,4,0.273,1,PrG_L(R)_6_6,A6cvl,caudal ventrolateral area 6,63,64,130.0,130.0,194,0.273,0.2737,0.00105
precentral gyrus,Precentral gyrus,101,PrG,Precentral Gyrus,475.0,6,6,5.13,4,0.273,2,PrG_L(R)_6_2,A6cdl,caudal dorsolateral area 6,55,56,114.0,114.0,156,0.2395,0.24,0.00105
precentral gyrus,Precentral gyrus,101,PrG,Precentral Gyrus,475.0,6,6,5.13,4,0.273,3,PrG_L(R)_6_1,A4hf,area 4(head and face region),53,54,97.0,97.0,129,0.204,0.2042,0.00105
precentral gyrus,Precentral gyrus,101,PrG,Precentral Gyrus,475.0,6,6,5.13,4,0.273,4,PrG_L(R)_6_3,A4ul,area 4(upper limb region),57,58,79.0,79.0,101,0.1663,0.1663,0.00105
precentral gyrus,Precentral gyrus,101,PrG,Precentral Gyrus,475.0,6,6,5.13,4,0.273,5,PrG_L(R)_6_5,A4tl,area 4(tongue and larynx region),61,62,42.0,42.0,49,0.0889,0.0884,0.00105
precentral gyrus,Precentral gyrus,101,PrG,Precentral Gyrus,475.0,6,6,5.13,4,0.273,6,PrG_L(R)_6_4,A4t,area 4(trunk region),59,60,13.0,13.0,15,0.0282,0.0274,0.00105
precentral gyrus,Precentral gyrus,101,SFG,Superior Frontal Gyrus,4.0,2,7,5.13,5,0.3333,1,SFG_L(R)_7_1,A8m,medial area 8,1,2,2.0,2.0,3,0.3333,0.5,0.06667
precentral gyrus,Precentral gyrus,101,SFG,Superior Frontal Gyrus,4.0,2,7,5.13,5,0.3333,2,SFG_L(R)_7_4,A6dl,dorsolateral area 6,7,8,2.0,2.0,2,0.3333,0.5,0.06667
precentral gyrus,Precentral gyrus,101,SPL,Superior Parietal Lobule,2.0,2,5,4.33,4,0.3333,1,SPL_L(R)_5_2,A7c,caudal area 7,127,128,1.0,1.0,1,0.3333,0.5,0.11111
precentral gyrus,Precentral gyrus,101,SPL,Superior Parietal Lobule,2.0,2,5,4.33,4,0.3333,2,SPL_L(R)_5_4,A7pc,postcentral area 7,131,132,1.0,1.0,1,0.3333,0.5,0.11111
precentral gyrus,Precentral gyrus,101,STG,Superior Temporal Gyrus,9.0,3,6,3.36,3,0.6249,1,STG_L(R)_6_3,TE1.0 and TE1.2,TE1.0 and TE1.2,73,74,7.0,7.0,8,0.625,0.7778,0.04167
precentral gyrus,Precentral gyrus,101,STG,Superior Temporal Gyrus,9.0,3,6,3.36,3,0.6249,2,STG_L(R)_6_2,A41/42,area 41/42,71,72,1.0,1.0,2,0.125,0.1111,0.04167
